Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
35,"Akermanis, Jason",18y 163d,12 (5-0-7 41.67%),11 (0.92),←,
10,"Ashcroft, Marcus",23y 315d,122 (33-1-88 27.46%),70 (0.57),←,
36,"Bartlett, Trent",18y 253d,5 (3-0-2 60.00%),,←,
25,"Bews, Andrew",31y 18d,241 (124-1-116 51.66%),133 (0.55),34 (14-0-20 41.18%),1 (0.03)
1,"Champion, Richard",27y 114d,89 (24-1-64 27.53%),32 (0.36),←,
5,"Chapman, Nathan",20y 91d,38 (9-0-29 23.68%),11 (0.29),←,
16,"Clarke, Matthew",21y 322d,39 (16-0-23 41.03%),3 (0.08),←,
6,"Fletcher, Adrian",25y 300d,102 (44-0-58 43.14%),51 (0.50),57 (19-0-38 33.33%),31 (0.54)
32,"Hart, Shaun",24y 81d,77 (19-1-57 25.32%),48 (0.62),←,
41,"Kennedy, Matthew",25y 183d,87 (22-0-65 25.29%),21 (0.24),←,
44,"Lappin, Nigel",19y 46d,31 (12-0-19 38.71%),16 (0.52),←,
34,"Lawrence, Steven",19y 79d,13 (6-0-7 46.15%),1 (0.08),←,
2,"McAdam, Gilbert",28y 129d,87 (45-1-41 52.30%),78 (0.90),34 (15-0-19 44.12%),30 (0.88)
7,"McIvor, Scott",28y 362d,179 (64-0-115 35.75%),89 (0.50),124 (38-0-86 30.65%),74 (0.60)
19,"McLean, Michael",30y 156d,173 (69-2-102 40.46%),40 (0.23),78 (22-0-56 28.21%),17 (0.22)
4,"McRae, Craig",21y 318d,18 (7-0-11 38.89%),20 (1.11),←,
24,"Merrett, Roger",35y 109d,291 (136-3-152 47.25%),400 (1.37),142 (39-1-102 27.82%),252 (1.77)
22,"Scott, Chris",19y 95d,28 (10-0-18 35.71%),17 (0.61),←,
38,"Scott, Dion",25y 127d,39 (14-0-25 35.90%),24 (0.62),33 (13-0-20 39.39%),24 (0.73)
3,"Voss, Michael",20y 30d,50 (18-0-32 36.00%),37 (0.74),←,
33,"White, Darryl",22y 55d,63 (20-1-42 32.54%),59 (0.94),←,
Totals,Totals,24y 55d,1784 (700-11-1073 39.24%),1161 (0.65),,
C,"Walls, Robert",45y 16d,303 (142-2-159 47.19%),,104 (27-1-76 26.44%),
