Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",25y 175d,71 (37-0-34 52.11%),14 (0.20),←,
19,"Betts, Eddie",25y 201d,156 (62-3-91 40.71%),241 (1.54),←,
44,"Carrazzo, Andrew",28y 182d,145 (58-3-84 41.03%),42 (0.29),←,
16,"Collins, Andrew",23y 210d,31 (9-1-21 30.65%),25 (0.81),6 (1-1-4 25.00%),2 (0.33)
34,"Duigan, Nick",27y 281d,30 (17-1-12 58.33%),1 (0.03),←,
46,"Ellard, David",23y 93d,34 (19-0-15 55.88%),21 (0.62),←,
38,"Garlett, Jeff",22y 316d,66 (38-1-27 58.33%),114 (1.73),←,
4,"Gibbs, Bryce",23y 91d,124 (58-1-65 47.18%),65 (0.52),←,
23,"Henderson, Lachie",22y 183d,59 (29-1-29 50.00%),34 (0.58),44 (21-1-22 48.86%),31 (0.70)
40,"Jamison, Michael",26y 3d,81 (38-1-42 47.53%),1 (0.01),←,
45,"Joseph, Aaron",22y 346d,63 (33-0-30 52.38%),9 (0.14),←,
5,"Judd, Chris",28y 280d,233 (136-3-94 59.01%),200 (0.86),99 (52-1-46 53.03%),62 (0.63)
8,"Kreuzer, Matthew",23y 32d,79 (43-0-36 54.43%),46 (0.58),←,
14,"McLean, Brock",26y 95d,109 (44-1-64 40.83%),44 (0.40),15 (7-0-8 46.67%),5 (0.33)
12,"Robinson, Mitch",23y 7d,61 (35-1-25 58.20%),38 (0.62),←,
29,"Scotland, Heath",31y 329d,234 (96-2-136 41.45%),74 (0.32),181 (73-2-106 40.88%),62 (0.34)
6,"Simpson, Kade",28y 40d,169 (69-2-98 41.42%),107 (0.63),←,
42,"Tuohy, Zach",22y 187d,23 (14-0-9 60.87%),8 (0.35),←,
1,"Walker, Andrew",26y 27d,135 (48-3-84 36.67%),103 (0.76),←,
11,"Warnock, Robert",25y 147d,57 (28-1-28 50.00%),12 (0.21),36 (18-1-17 51.39%),8 (0.22)
10,"Watson, Matthew",19y 334d,6 (1-0-5 16.67%),,←,
13,"Yarran, Chris",21y 178d,53 (26-1-26 50.00%),35 (0.66),←,
Totals,Totals,24y 336d,2019 (938-26-1055 46.46%),1234 (0.61),,
C,"Ratten, Brett",40y 339d,110 (55-1-54 50.45%),,←,
