Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
41,"Casboult, Levi",31y 10d,143 (44-1-98 31.12%),149 (1.04),←,
9,"Cripps, Patrick",26y 7d,120 (31-1-88 26.25%),54 (0.45),←,
35,"Curnow, Ed",31y 138d,184 (67-2-115 36.96%),40 (0.22),←,
15,"Docherty, Sam",27y 159d,110 (35-1-74 32.27%),14 (0.13),97 (29-1-67 30.41%),13 (0.13)
2,"Dow, Paddy",21y 160d,44 (8-0-36 18.18%),16 (0.36),←,
25,"Fisher, Zac",22y 283d,65 (14-0-51 21.54%),28 (0.43),←,
8,"Fogarty, Lachie",21y 358d,25 (13-0-12 52.00%),7 (0.28),2 (0-0-2 0.00%),1 (0.50)
40,"Gibbons, Michael",25y 314d,38 (13-0-25 34.21%),32 (0.84),←,
14,"Jones, Liam",30y 29d,144 (49-0-95 34.03%),84 (0.58),78 (22-0-56 28.21%),16 (0.21)
21,"Martin, Jack",26y 55d,113 (31-1-81 27.88%),96 (0.85),16 (6-0-10 37.50%),15 (0.94)
39,"McDonald, Oscar",25y 7d,83 (42-0-41 50.60%),3 (0.04),2 (0-0-2 0.00%),2 (1.00)
10,"McKay, Harry",23y 91d,50 (13-0-37 26.00%),77 (1.54),←,
3,"Murphy, Marc",33y 249d,287 (112-1-174 39.20%),189 (0.66),←,
32,"Newnes, Jack",28y 29d,174 (62-2-110 36.21%),68 (0.39),19 (7-0-12 36.84%),13 (0.68)
5,"Petrevski-Seton, Sam",23y 34d,82 (21-0-61 25.61%),19 (0.23),←,
27,"Pittonet, Marc",24y 295d,22 (10-0-12 45.45%),1 (0.05),15 (5-0-10 33.33%),1 (0.07)
20,"Plowman, Lachie",26y 195d,112 (32-0-80 28.57%),2 (0.02),92 (28-0-64 30.43%),1 (0.01)
42,"Saad, Adam",26y 245d,111 (43-2-66 39.64%),8 (0.07),2 (0-0-2 0.00%),
43,"Setterfield, Will",23y 48d,38 (14-0-24 36.84%),10 (0.26),36 (13-0-23 36.11%),10 (0.28)
18,"Walsh, Sam",20y 266d,41 (14-0-27 34.15%),14 (0.34),←,
23,"Weitering, Jacob",23y 122d,95 (24-0-71 25.26%),10 (0.11),←,
31,"Williamson, Tom",22y 103d,34 (13-0-21 38.24%),2 (0.06),←,
6,"Williams, Zac",26y 186d,114 (59-0-55 51.75%),27 (0.24),1 (0-0-1 0.00%),
Totals,Totals,25y 258d,2229 (764-11-1454 34.28%),950 (0.43),,
C,"Teague, David",39y 324d,30 (13-0-17 43.33%),,←,
