Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
11,"Ackland, Cain",25y 106d,66 (38-0-28 57.58%),23 (0.35),13 (4-0-9 30.77%),2 (0.15)
31,"Bannister, Jordan",24y 242d,52 (18-2-32 36.54%),10 (0.19),38 (10-1-27 27.63%),10 (0.26)
7,"Bentick, Adam",22y 17d,47 (12-1-34 26.60%),13 (0.28),←,
19,"Betts, Eddie",20y 216d,49 (9-2-38 20.41%),50 (1.02),←,
44,"Carrazzo, Andrew",23y 197d,54 (13-2-39 25.93%),14 (0.26),←,
25,"Fevola, Brendan",26y 161d,136 (46-2-88 34.56%),367 (2.70),←,
14,"Fisher, Brad",23y 82d,62 (17-1-44 28.23%),76 (1.23),←,
4,"Gibbs, Bryce",18y 107d,13 (4-0-9 30.77%),1 (0.08),←,
23,"Hartlett, Adam",21y 69d,2 (0-0-2 0.00%),1 (0.50),←,
33,"Houlihan, Ryan",25y 160d,149 (47-2-100 32.21%),90 (0.60),←,
43,"Koutoufides, Anthony",34y 163d,274 (136-3-135 50.18%),224 (0.82),←,
12,"Lappin, Matthew",31y 133d,246 (99-2-145 40.65%),241 (0.98),191 (71-1-119 37.43%),215 (1.13)
3,"Murphy, Marc",19y 346d,26 (6-0-20 23.08%),14 (0.54),←,
17,"OhAilpin, Setanta",24y 104d,25 (5-1-19 22.00%),6 (0.24),←,
2,"Russell, Jordan",20y 236d,22 (4-1-17 20.45%),3 (0.14),←,
9,"Saddington, Jason",27y 250d,155 (76-1-78 49.35%),43 (0.28),13 (3-0-10 23.08%),2 (0.15)
29,"Scotland, Heath",26y 344d,129 (44-1-84 34.50%),40 (0.31),76 (21-1-54 28.29%),28 (0.37)
6,"Simpson, Kade",23y 56d,56 (14-1-41 25.89%),30 (0.54),←,
32,"Thornton, Bret",23y 227d,103 (25-1-77 24.76%),1 (0.01),←,
30,"Waite, Jarrad",24y 146d,76 (19-2-55 26.32%),92 (1.21),←,
34,"Wiggins, Simon",24y 292d,85 (24-1-60 28.82%),20 (0.24),←,
41,"Young, Ross",23y 294d,4 (0-0-4 0.00%),3 (0.75),←,
Totals,Totals,24y 130d,1831 (656-26-1149 35.83%),1362 (0.74),,
C,"Pagan, Denis",59y 279d,341 (175-2-164 51.61%),,101 (25-2-74 25.74%),
