Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
13,"Acres, Blake",27y 303d,139 (63-3-73 46.40%),43 (0.31),19 (10-1-8 55.26%),6 (0.32)
39,"Cincotta, Alex",26y 232d,13 (8-0-5 61.54%),3 (0.23),←,
46,"Cottrell, Matthew",23y 159d,48 (24-0-24 50.00%),20 (0.42),←,
9,"Cripps, Patrick",28y 141d,178 (59-2-117 33.71%),92 (0.52),←,
28,"Cuningham, David",26y 129d,48 (17-0-31 35.42%),28 (0.58),←,
30,"Curnow, Charlie",26y 184d,104 (34-1-69 33.17%),211 (2.03),←,
35,"Curnow, Ed",33y 272d,219 (82-3-134 38.13%),53 (0.24),←,
12,"De Koning, Tom",24y 21d,54 (27-1-26 50.93%),17 (0.31),←,
15,"Docherty, Sam",29y 293d,162 (63-2-97 39.51%),22 (0.14),149 (57-2-90 38.93%),21 (0.14)
2,"Dow, Paddy",23y 294d,70 (21-0-49 30.00%),21 (0.30),←,
25,"Fisher, Zac",25y 52d,104 (33-1-70 32.21%),52 (0.50),←,
8,"Fogarty, Lachie",24y 127d,50 (28-0-22 56.00%),16 (0.32),27 (15-0-12 55.56%),10 (0.37)
29,"Hewett, George",27y 220d,151 (89-1-61 59.27%),38 (0.25),31 (18-1-12 59.68%),6 (0.19)
14,"Hollands, Oliver",19y 202d,14 (7-1-6 53.57%),2 (0.14),←,
17,"Kemp, Brodie",22y 97d,18 (11-0-7 61.11%),1 (0.06),←,
22,"Marchbank, Caleb",26y 242d,54 (14-0-40 25.93%),,47 (12-0-35 25.53%),
21,"Martin, Jack",28y 189d,143 (47-2-94 33.57%),122 (0.85),46 (22-1-23 48.91%),41 (0.89)
3,"Motlop, Jesse",19y 256d,28 (12-1-15 44.64%),32 (1.14),←,
24,"Newman, Nic",30y 203d,104 (55-1-48 53.37%),17 (0.16),73 (35-1-37 48.63%),9 (0.12)
44,"Owies, Matthew",26y 140d,44 (23-1-20 53.41%),48 (1.09),←,
27,"Pittonet, Marc",27y 64d,54 (25-0-29 46.30%),5 (0.09),47 (20-0-27 42.55%),5 (0.11)
42,"Saad, Adam",29y 14d,171 (73-3-95 43.57%),10 (0.06),62 (30-1-31 49.19%),2 (0.03)
23,"Weitering, Jacob",25y 256d,153 (53-1-99 34.97%),11 (0.07),←,
Totals,Totals,26y 83d,2123 (868-24-1231 40.89%),864 (0.41),,
C,"Voss, Michael",48y 30d,150 (65-2-83 44.00%),,41 (22-1-18 54.88%),
