Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
11,"Ackland, Cain",25y 29d,56 (36-0-20 64.29%),22 (0.39),3 (2-0-1 66.67%),1 (0.33)
7,"Bentick, Adam",21y 305d,37 (10-1-26 28.38%),10 (0.27),←,
19,"Betts, Eddie",20y 139d,43 (9-2-32 23.26%),44 (1.02),←,
44,"Carrazzo, Andrew",23y 120d,44 (11-2-31 27.27%),12 (0.27),←,
28,"Cloke, Cameron",22y 115d,24 (11-0-13 45.83%),11 (0.46),3 (2-0-1 66.67%),
25,"Fevola, Brendan",26y 84d,126 (44-2-80 35.71%),339 (2.69),←,
14,"Fisher, Brad",23y 5d,54 (15-1-38 28.70%),60 (1.11),←,
4,"Gibbs, Bryce",18y 30d,3 (2-0-1 66.67%),1 (0.33),←,
33,"Houlihan, Ryan",25y 83d,139 (45-2-92 33.09%),87 (0.63),←,
5,"Kennedy, Josh",19y 232d,12 (3-1-8 29.17%),6 (0.50),←,
12,"Lappin, Matthew",31y 56d,236 (97-2-137 41.53%),229 (0.97),181 (69-1-111 38.40%),203 (1.12)
3,"Murphy, Marc",19y 269d,16 (4-0-12 25.00%),9 (0.56),←,
17,"OhAilpin, Setanta",24y 27d,15 (3-1-11 23.33%),2 (0.13),←,
2,"Russell, Jordan",20y 159d,14 (3-1-10 25.00%),2 (0.14),←,
29,"Scotland, Heath",26y 267d,119 (42-1-76 35.71%),37 (0.31),66 (19-1-46 29.55%),25 (0.38)
6,"Simpson, Kade",22y 344d,46 (12-1-33 27.17%),21 (0.46),←,
24,"Stevens, Nick",27y 101d,192 (92-4-96 48.96%),110 (0.57),65 (18-2-45 29.23%),32 (0.49)
32,"Thornton, Bret",23y 150d,94 (23-1-70 25.00%),1 (0.01),←,
30,"Waite, Jarrad",24y 69d,66 (17-2-47 27.27%),74 (1.12),←,
1,"Walker, Andrew",20y 331d,58 (14-2-42 25.86%),17 (0.29),←,
8,"Whitnall, Lance",27y 234d,204 (87-2-115 43.14%),330 (1.62),←,
34,"Wiggins, Simon",24y 215d,79 (22-1-56 28.48%),19 (0.24),←,
Totals,Totals,23y 203d,1677 (602-29-1046 35.90%),1443 (0.86),,
C,"Pagan, Denis",59y 202d,331 (173-2-156 52.57%),,91 (23-2-66 26.37%),
