Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",20y 77d,19 (5-0-14 26.32%),18 (0.95),←,
20,"Barlow, Michael",30y 131d,139 (83-1-55 60.07%),92 (0.66),13 (5-0-8 38.46%),11 (0.85)
29,"Bowes, Jack",20y 92d,16 (5-0-11 31.25%),3 (0.19),←,
12,"Day, Sam",25y 234d,104 (32-1-71 31.25%),69 (0.66),←,
8,"Fiorini, Brayden",20y 249d,21 (6-0-15 28.57%),10 (0.48),←,
5,"Harbrow, Jarrod",29y 284d,208 (80-2-126 38.94%),53 (0.25),138 (40-1-97 29.35%),32 (0.23)
39,"Holman, Nick",22y 334d,15 (4-0-11 26.67%),1 (0.07),6 (3-0-3 50.00%),1 (0.17)
38,"Joyce, Jesse",20y 254d,34 (11-0-23 32.35%),1 (0.03),←,
7,"Lonergan, Jesse",23y 165d,57 (15-1-41 27.19%),7 (0.12),←,
19,"Lynch, Tom",25y 179d,127 (37-1-89 29.53%),248 (1.95),←,
25,"Lyons, Jarryd",25y 280d,79 (43-0-36 54.43%),47 (0.59),24 (9-0-15 37.50%),15 (0.63)
4,"Martin, Jack",23y 89d,72 (22-1-49 31.25%),65 (0.90),←,
17,"May, Steven",26y 108d,112 (37-1-74 33.48%),19 (0.17),←,
11,"Miller, Touk",22y 65d,66 (16-1-49 25.00%),19 (0.29),←,
3,"Rosa, Matt",31y 156d,205 (98-1-106 48.05%),44 (0.21),37 (11-0-26 29.73%),5 (0.14)
6,"Sexton, Alex",24y 146d,81 (24-0-57 29.63%),49 (0.60),←,
43,"Spencer, Max",20y 206d,6 (0-0-6 0.00%),,←,
24,"Swallow, David",25y 160d,103 (31-0-72 30.10%),54 (0.52),←,
16,"Thompson, Rory",27y 47d,92 (29-1-62 32.07%),7 (0.08),←,
14,"Weller, Lachie",22y 64d,53 (17-0-36 32.08%),17 (0.32),6 (3-0-3 50.00%),
28,"Witts, Jarrod",25y 227d,64 (27-0-37 42.19%),20 (0.31),24 (9-0-15 37.50%),2 (0.08)
15,"Young, Aaron",25y 143d,82 (41-1-40 50.61%),67 (0.82),6 (3-0-3 50.00%),5 (0.83)
Totals,Totals,24y 184d,1755 (663-12-1080 37.78%),910 (0.52),,
C,"Dew, Stuart",38y 253d,6 (3-0-3 50.00%),,←,
