Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
13,"Acres, Blake",28y 223d,155 (73-3-79 48.06%),51 (0.33),35 (20-1-14 58.57%),14 (0.40)
37,"Boyd, Jordan",25y 238d,26 (14-0-12 53.85%),1 (0.04),←,
16,"Carroll, Jack",21y 149d,14 (10-0-4 71.43%),4 (0.29),←,
39,"Cincotta, Alex",27y 152d,22 (13-0-9 59.09%),3 (0.14),←,
9,"Cripps, Patrick",29y 60d,193 (69-2-122 36.27%),103 (0.53),←,
30,"Curnow, Charlie",27y 104d,120 (44-1-75 37.08%),253 (2.11),←,
12,"De Koning, Tom",24y 306d,70 (37-1-32 53.57%),28 (0.40),←,
19,"Durdin, Corey",22y 33d,43 (21-0-22 48.84%),32 (0.74),←,
14,"Fantasia, Orazio",28y 246d,107 (52-1-54 49.07%),143 (1.34),8 (5-0-3 62.50%),2 (0.25)
29,"Hewett, George",28y 140d,167 (99-1-67 59.58%),42 (0.25),47 (28-1-18 60.64%),10 (0.21)
20,"Hollands, Elijah",22y 22d,22 (9-0-13 40.91%),14 (0.64),8 (4-0-4 50.00%),6 (0.75)
4,"Hollands, Oliver",20y 122d,28 (16-1-11 58.93%),4 (0.14),←,
17,"Kemp, Brodie",23y 16d,31 (20-0-11 64.52%),1 (0.03),←,
7,"Kennedy, Matthew",27y 41d,104 (49-3-52 48.56%),48 (0.46),85 (38-1-46 45.29%),41 (0.48)
22,"Marchbank, Caleb",27y 162d,62 (19-0-43 30.65%),,55 (17-0-38 30.91%),
11,"McGovern, Mitch",29y 219d,117 (64-2-51 55.56%),107 (0.91),69 (30-1-38 44.20%),40 (0.58)
10,"McKay, Harry",26y 145d,117 (47-1-69 40.60%),227 (1.94),←,
24,"Newman, Nic",31y 123d,120 (65-1-54 54.58%),17 (0.14),89 (45-1-43 51.12%),9 (0.10)
44,"Owies, Matthew",27y 59d,59 (33-1-25 56.78%),71 (1.20),←,
27,"Pittonet, Marc",27y 349d,65 (31-0-34 47.69%),7 (0.11),58 (26-0-32 44.83%),7 (0.12)
18,"Walsh, Sam",23y 320d,105 (43-0-62 40.95%),39 (0.37),←,
23,"Weitering, Jacob",26y 176d,167 (61-1-105 36.83%),11 (0.07),←,
6,"Williams, Zac",29y 240d,145 (74-0-71 51.03%),33 (0.23),32 (15-0-17 46.88%),6 (0.19)
Totals,Totals,26y 127d,2059 (963-19-1077 46.77%),1239 (0.60),,
C,"Voss, Michael",48y 315d,166 (75-2-89 45.78%),,57 (32-1-24 57.02%),
