Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
2,"Arnott, Simon",21y 169d,24 (17-1-6 72.92%),13 (0.54),←,
21,"Barry, Leo",20y 75d,11 (8-0-3 72.73%),6 (0.55),←,
30,"Bayes, Mark",30y 140d,233 (95-2-136 41.20%),170 (0.73),←,
31,"Carey, Stefan",21y 189d,19 (11-1-7 60.53%),17 (0.89),←,
41,"Cook, Troy",20y 355d,15 (11-0-4 73.33%),7 (0.47),←,
8,"Cresswell, Daryn",26y 72d,111 (40-1-70 36.49%),86 (0.77),←,
6,"Dunkley, Andrew",29y 34d,116 (44-2-70 38.79%),7 (0.06),←,
9,"Grant, Shannon",20y 105d,53 (31-1-21 59.43%),35 (0.66),←,
14,"Kelly, Paul",28y 5d,155 (52-3-100 34.52%),100 (0.65),←,
3,"Lewis, Dale",28y 90d,130 (41-2-87 32.31%),143 (1.10),←,
4,"Lockett, Tony",31y 146d,233 (99-1-133 42.70%),1157 (4.97),50 (31-1-18 63.00%),259 (5.18)
36,"Mathews, Ben",18y 246d,3 (3-0-0 100.00%),1 (0.33),←,
11,"Maxfield, Stuart",25y 115d,130 (64-2-64 50.00%),87 (0.67),41 (29-1-11 71.95%),22 (0.54)
17,"Mooney, Jason",24y 58d,71 (25-0-46 35.21%),35 (0.49),←,
23,"Nicks, Matthew",22y 81d,21 (15-0-6 71.43%),5 (0.24),←,
19,"OLoughlin, Michael",20y 163d,54 (32-1-21 60.19%),52 (0.96),←,
24,"Orchard, Mark",21y 122d,30 (16-1-13 55.00%),8 (0.27),18 (11-0-7 61.11%),4 (0.22)
1,"Roos, Paul",34y 36d,331 (146-1-184 44.26%),287 (0.87),62 (36-1-25 58.87%),17 (0.27)
7,"Seymour, Brad",21y 91d,58 (30-1-27 52.59%),3 (0.05),←,
20,"Stevens, John",26y 48d,14 (10-0-4 71.43%),8 (0.57),←,
33,"Warfe, Rowan",21y 40d,35 (6-0-29 17.14%),1 (0.03),9 (5-0-4 55.56%),
Totals,Totals,24y 148d,1847 (796-20-1031 43.10%),2228 (1.21),,
C,"Eade, Rodney",39y 120d,43 (29-1-13 68.60%),,←,
