Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 181d,30 (11-0-19 36.67%),1 (0.03),←,
3,"Coniglio, Stephen",22y 124d,65 (20-0-45 30.77%),25 (0.38),←,
1,"Davis, Phil",25y 231d,80 (28-0-52 35.00%),6 (0.08),62 (17-0-45 27.42%),5 (0.08)
4,"Greene, Toby",22y 205d,79 (20-0-59 25.32%),36 (0.46),←,
32,"Griffen, Ryan",29y 265d,227 (110-1-116 48.68%),141 (0.62),25 (13-0-12 52.00%),11 (0.44)
17,"Johnson, Steve",32y 288d,257 (180-3-74 70.62%),459 (1.79),4 (2-0-2 50.00%),7 (1.75)
22,"Kelly, Josh",21y 65d,40 (15-0-25 37.50%),22 (0.55),←,
40,"Kennedy, Adam",23y 280d,65 (13-0-52 20.00%),4 (0.06),←,
37,"Lobb, Rory",23y 68d,15 (5-0-10 33.33%),14 (0.93),←,
41,"Mumford, Shane",29y 287d,132 (84-2-46 64.39%),47 (0.36),32 (15-0-17 46.88%),8 (0.25)
7,"Palmer, Rhys",27y 64d,114 (36-0-78 31.58%),87 (0.76),61 (15-0-46 24.59%),64 (1.05)
24,"Patfull, Joel",31y 132d,200 (82-3-115 41.75%),25 (0.13),18 (9-0-9 50.00%),1 (0.06)
12,"Patton, Jonathon",22y 333d,35 (9-0-26 25.71%),40 (1.14),←,
9,"Scully, Tom",24y 338d,107 (31-1-75 29.44%),37 (0.35),76 (18-0-58 23.68%),31 (0.41)
23,"Shaw, Heath",30y 142d,217 (129-2-86 59.91%),38 (0.18),44 (19-0-25 43.18%),1 (0.02)
5,"Shiel, Dylan",23y 39d,68 (17-0-51 25.00%),35 (0.51),←,
11,"Steele, Jack",20y 126d,9 (3-0-6 33.33%),3 (0.33),←,
20,"Tomlinson, Adam",22y 251d,55 (11-0-44 20.00%),17 (0.31),←,
8,"Ward, Callan",26y 7d,147 (53-0-94 36.05%),74 (0.50),87 (21-0-66 24.14%),41 (0.47)
6,"Whitfield, Lachie",21y 274d,55 (16-0-39 29.09%),22 (0.40),←,
29,"Williams, Zac",21y 210d,33 (9-0-24 27.27%),9 (0.27),←,
16,"Wilson, Nathan",23y 101d,36 (11-0-25 30.56%),11 (0.31),←,
Totals,Totals,24y 348d,2066 (893-12-1161 43.22%),1153 (0.56),,
C,"Cameron, Leon",43y 228d,48 (19-0-29 39.58%),,←,
