Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",33y 257d,325 (157-3-165 48.77%),610 (1.88),193 (79-3-111 41.71%),300 (1.55)
41,"Casboult, Levi",30y 147d,134 (41-1-92 30.97%),145 (1.08),←,
46,"Cottrell, Matthew",20y 163d,1 (0-0-1 0.00%),,←,
9,"Cripps, Patrick",25y 144d,111 (28-1-82 25.68%),52 (0.47),←,
35,"Curnow, Ed",30y 276d,175 (64-2-109 37.14%),37 (0.21),←,
12,"De Koning, Tom",21y 24d,3 (0-0-3 0.00%),1 (0.33),←,
15,"Docherty, Sam",26y 297d,102 (32-1-69 31.86%),14 (0.14),89 (26-1-62 29.78%),13 (0.15)
25,"Fisher, Zac",22y 55d,57 (11-0-46 19.30%),25 (0.44),←,
40,"Gibbons, Michael",25y 86d,31 (11-0-20 35.48%),24 (0.77),←,
14,"Jones, Liam",29y 167d,135 (46-0-89 34.07%),84 (0.62),69 (19-0-50 27.54%),16 (0.23)
7,"Kennedy, Matthew",23y 125d,46 (19-2-25 43.48%),23 (0.50),27 (8-0-19 29.63%),16 (0.59)
21,"Martin, Jack",25y 193d,107 (29-1-77 27.57%),92 (0.86),10 (4-0-6 40.00%),11 (1.10)
3,"Murphy, Marc",33y 21d,278 (109-1-168 39.39%),187 (0.67),←,
32,"Newnes, Jack",27y 167d,165 (59-2-104 36.36%),63 (0.38),10 (4-0-6 40.00%),8 (0.80)
5,"Petrevski-Seton, Sam",22y 172d,74 (18-0-56 24.32%),19 (0.26),←,
27,"Pittonet, Marc",24y 67d,16 (9-0-7 56.25%),,9 (4-0-5 44.44%),
20,"Plowman, Lachie",25y 333d,104 (29-0-75 27.88%),1 (0.01),84 (25-0-59 29.76%),
43,"Setterfield, Will",22y 186d,30 (11-0-19 36.67%),9 (0.30),28 (10-0-18 35.71%),9 (0.32)
6,"Simpson, Kade",36y 96d,335 (121-3-211 36.57%),138 (0.41),←,
18,"Walsh, Sam",20y 38d,32 (11-0-21 34.38%),10 (0.31),←,
23,"Weitering, Jacob",22y 260d,86 (21-0-65 24.42%),10 (0.12),←,
31,"Williamson, Tom",21y 241d,25 (10-0-15 40.00%),1 (0.04),←,
Totals,Totals,25y 342d,2372 (836-17-1519 35.24%),1545 (0.65),,
C,"Teague, David",39y 96d,21 (10-0-11 47.62%),,←,
