Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",22y 109d,69 (22-1-46 32.61%),14 (0.20),←,
6,"Bate, Matthew",23y 12d,77 (24-0-53 31.17%),78 (1.01),←,
43,"Bennell, Jamie",19y 363d,27 (6-0-21 22.22%),11 (0.41),←,
32,"Bruce, Cameron",30y 248d,213 (87-1-125 41.08%),204 (0.96),←,
36,"Davey, Aaron",26y 360d,130 (52-1-77 40.38%),144 (1.11),←,
20,"Garland, Colin",22y 38d,29 (6-0-23 20.69%),2 (0.07),←,
18,"Green, Brad",29y 84d,209 (91-1-117 43.78%),266 (1.27),←,
16,"Grimes, Jack",21y 25d,23 (6-0-17 26.09%),2 (0.09),←,
5,"Gysberts, Jordan",18y 359d,2 (0-0-2 0.00%),,←,
40,"Jamar, Mark",26y 300d,84 (32-1-51 38.69%),32 (0.38),←,
39,"Jetta, Neville",20y 113d,18 (5-0-13 27.78%),10 (0.56),←,
2,"Jones, Nathan",22y 136d,81 (19-1-61 24.07%),33 (0.41),←,
23,"McDonald, James",33y 243d,246 (101-1-144 41.26%),55 (0.22),←,
7,"Miller, Brad",26y 334d,131 (44-1-86 33.97%),87 (0.66),←,
22,"Moloney, Brent",26y 128d,101 (37-1-63 37.13%),24 (0.24),78 (25-0-53 32.05%),18 (0.23)
10,"Morton, Cale",20y 138d,43 (7-0-36 16.28%),22 (0.51),←,
27,"Rivers, Jared",25y 230d,97 (39-1-57 40.72%),4 (0.04),←,
31,"Scully, Tom",19y 21d,10 (4-0-6 40.00%),3 (0.30),←,
12,"Sylvia, Colin",24y 209d,95 (31-1-63 33.16%),74 (0.78),←,
9,"Trengove, Jack",18y 276d,10 (4-0-6 40.00%),4 (0.40),←,
1,"Warnock, Matthew",26y 63d,48 (10-0-38 20.83%),1 (0.02),←,
4,"Watts, Jack",19y 71d,7 (1-0-6 14.29%),5 (0.71),←,
Totals,Totals,23y 308d,1750 (628-11-1111 35.89%),1075 (0.61),,
C,"Bailey, Dean",43y 138d,55 (11-0-44 20.00%),,←,
