Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
16,"Begley, Josh",19y 271d,5 (3-0-2 60.00%),8 (1.60),←,
2,"Bellchambers, Tom",28y 265d,95 (40-2-53 43.16%),65 (0.68),←,
28,"Brown, Mitch",27y 215d,42 (18-0-24 42.86%),29 (0.69),27 (5-0-22 18.52%),20 (0.74)
6,"Daniher, Joe",24y 27d,95 (36-1-58 38.42%),175 (1.84),←,
49,"Dea, Matt",26y 169d,60 (19-1-40 32.50%),2 (0.03),29 (6-0-23 20.69%),1 (0.03)
9,"Goddard, Brendon",32y 315d,314 (172-4-138 55.41%),158 (0.50),109 (46-1-62 42.66%),54 (0.50)
15,"Green, Josh",25y 219d,100 (39-0-61 39.00%),128 (1.28),19 (10-0-9 52.63%),21 (1.11)
36,"Hartley, Michael",24y 297d,39 (15-0-24 38.46%),1 (0.03),←,
21,"Heppell, Dyson",25y 321d,131 (63-2-66 48.85%),46 (0.35),←,
26,"Hooker, Cale",29y 169d,155 (70-2-83 45.81%),73 (0.47),←,
18,"Hurley, Michael",27y 303d,142 (66-3-73 47.54%),108 (0.76),←,
4,"Langford, Kyle",21y 120d,33 (7-0-26 21.21%),20 (0.61),←,
43,"McDonald-Tipungwuti, Anthony",24y 343d,46 (16-0-30 34.78%),43 (0.93),←,
1,"McGrath, Andrew",19y 302d,23 (12-0-11 52.17%),2 (0.09),←,
45,"McKenna, Conor",22y 3d,35 (13-0-22 37.14%),11 (0.31),←,
7,"Merrett, Zach",22y 179d,83 (32-1-50 39.16%),31 (0.37),←,
3,"Parish, Darcy",20y 249d,42 (14-0-28 33.33%),13 (0.31),←,
42,"Saad, Adam",23y 251d,50 (14-1-35 29.00%),3 (0.06),2 (1-0-1 50.00%),
5,"Smith, Devon",24y 315d,111 (39-2-70 36.04%),101 (0.91),2 (1-0-1 50.00%),1 (0.50)
17,"Stewart, James",24y 27d,36 (18-0-18 50.00%),45 (1.25),18 (10-0-8 55.56%),27 (1.50)
25,"Stringer, Jake",23y 340d,91 (49-0-42 53.85%),160 (1.76),2 (1-0-1 50.00%),
11,"Zaharakis, David",28y 38d,172 (77-2-93 45.35%),112 (0.65),←,
Totals,Totals,24y 348d,1900 (832-21-1047 43.79%),1334 (0.70),,
C,"Worsfold, John",49y 187d,328 (165-2-161 50.61%),,47 (16-0-31 34.04%),
