Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
41,"Casboult, Levi",27y 88d,83 (28-1-54 34.34%),89 (1.07),←,
9,"Cripps, Patrick",22y 85d,55 (15-1-39 28.18%),21 (0.38),←,
28,"Cuningham, David",20y 73d,6 (2-0-4 33.33%),4 (0.67),←,
30,"Curnow, Charlie",20y 128d,16 (4-0-12 25.00%),10 (0.63),←,
35,"Curnow, Ed",27y 216d,120 (50-2-68 42.50%),21 (0.17),←,
15,"Docherty, Sam",23y 237d,81 (26-1-54 32.72%),14 (0.17),68 (20-1-47 30.15%),13 (0.19)
25,"Fisher, Zac",18y 361d,7 (2-0-5 28.57%),2 (0.29),←,
4,"Gibbs, Bryce",28y 88d,220 (93-2-125 42.73%),129 (0.59),←,
14,"Jones, Liam",26y 107d,84 (34-0-50 40.48%),84 (1.00),18 (7-0-11 38.89%),16 (0.89)
8,"Kreuzer, Matthew",28y 29d,150 (69-0-81 46.00%),78 (0.52),←,
13,"Lamb, Jed",24y 235d,38 (16-0-22 42.11%),31 (0.82),16 (7-0-9 43.75%),14 (0.88)
22,"Marchbank, Caleb",20y 186d,18 (6-0-12 33.33%),,11 (4-0-7 36.36%),
3,"Murphy, Marc",29y 327d,225 (96-1-128 42.89%),164 (0.73),←,
20,"Plowman, Lachie",22y 273d,50 (15-0-35 30.00%),1 (0.02),30 (11-0-19 36.67%),
44,"Silvagni, Alex",29y 255d,59 (31-1-27 53.39%),10 (0.17),6 (3-0-3 50.00%),
1,"Silvagni, Jack",19y 176d,18 (3-0-15 16.67%),16 (0.89),←,
6,"Simpson, Kade",33y 37d,275 (106-3-166 39.09%),130 (0.47),←,
19,"Sumner, Liam",23y 299d,30 (9-0-21 30.00%),18 (0.60),18 (7-0-11 38.89%),9 (0.50)
39,"Thomas, Dale",29y 355d,208 (120-2-86 58.17%),144 (0.69),51 (17-0-34 33.33%),23 (0.45)
23,"Weitering, Jacob",19y 200d,31 (9-0-22 29.03%),9 (0.29),←,
31,"Williamson, Tom",18y 181d,9 (4-0-5 44.44%),1 (0.11),←,
46,"Wright, Matthew",27y 179d,127 (60-0-67 47.24%),100 (0.79),33 (11-0-22 33.33%),37 (1.12)
Totals,Totals,24y 237d,1910 (798-14-1098 41.78%),1076 (0.56),,
C,"Bolton, Brendon",38y 54d,38 (16-0-22 42.11%),,33 (11-0-22 33.33%),
