Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 61d,137 (47-1-89 34.67%),115 (0.84),←,
15,"Anderson, Noah",24y 54d,108 (43-1-64 40.28%),43 (0.40),←,
1,"Andrew, Mac",21y 129d,44 (20-0-24 45.45%),9 (0.20),←,
33,"Clohesy, Sam",22y 121d,24 (13-0-11 54.17%),6 (0.25),←,
25,"Collins, Sam",30y 301d,131 (52-1-78 40.08%),,117 (49-1-67 42.31%),
3,"Flanders, Sam",23y 262d,69 (27-1-41 39.86%),28 (0.41),←,
26,"Graham, Will",19y 259d,21 (11-0-10 52.38%),14 (0.67),←,
7,"Holman, Nick",29y 318d,134 (48-0-86 35.82%),73 (0.54),125 (47-0-78 37.60%),73 (0.58)
19,"Humphrey, Bailey",20y 213d,44 (23-0-21 52.27%),27 (0.61),←,
40,"Jeffrey, Joel",23y 31d,32 (17-0-15 53.13%),17 (0.53),←,
34,"King, Ben",24y 279d,99 (36-1-62 36.87%),201 (2.03),←,
22,"Long, Ben",27y 234d,115 (50-1-64 43.91%),67 (0.58),36 (18-0-18 50.00%),36 (1.00)
11,"Miller, Touk",29y 49d,195 (59-2-134 30.77%),62 (0.32),←,
2,"Noble, John",28y 18d,116 (70-3-43 61.64%),10 (0.09),4 (4-0-0 100.00%),2 (0.50)
27,"Powell, Wil",25y 229d,109 (44-1-64 40.83%),15 (0.14),←,
20,"Read, Ethan",19y 279d,8 (5-0-3 62.50%),8 (1.00),←,
17,"Rioli, Daniel",27y 361d,187 (102-4-81 55.61%),111 (0.59),4 (4-0-0 100.00%),2 (0.50)
29,"Rogers, Jake",20y 41d,13 (8-0-5 61.54%),6 (0.46),←,
18,"Rowell, Matt",23y 285d,89 (40-0-49 44.94%),26 (0.29),←,
32,"Uwland, Bodhi",21y 261d,28 (15-0-13 53.57%),,←,
4,"Walter, Jed",19y 308d,17 (9-0-8 52.94%),16 (0.94),←,
14,"Weller, Lachie",29y 48d,146 (45-1-100 31.16%),50 (0.34),99 (31-1-67 31.82%),33 (0.33)
28,"Witts, Jarrod",32y 211d,185 (68-1-116 37.03%),42 (0.23),145 (50-1-94 34.83%),24 (0.17)
Totals,Totals,24y 332d,2051 (852-18-1181 41.54%),946 (0.46),,
C,"Hardwick, Damien",52y 237d,334 (185-6-143 56.29%),,27 (15-0-12 55.56%),
