Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
40,"Birss, Shane",22y 148d,48 (16-2-30 35.42%),18 (0.38),←,
42,"Boyd, Matthew",22y 344d,41 (13-0-28 31.71%),7 (0.17),←,
17,"Cooney, Adam",19y 310d,38 (13-0-25 34.21%),32 (0.84),←,
4,"Cross, Daniel",22y 129d,43 (14-1-28 33.72%),3 (0.07),←,
10,"Eagleton, Nathan",26y 269d,169 (72-3-94 43.49%),145 (0.86),113 (46-1-66 41.15%),100 (0.88)
13,"Giansiracusa, Daniel",23y 148d,84 (28-2-54 34.52%),81 (0.96),←,
9,"Gilbee, Lindsay",24y 29d,70 (26-1-43 37.86%),41 (0.59),←,
3,"Grant, Chris",32y 236d,309 (156-5-148 51.29%),516 (1.67),←,
16,"Griffen, Ryan",19y 10d,14 (6-0-8 42.86%),7 (0.50),←,
8,"Hahn, Mitch",24y 88d,88 (30-1-57 34.66%),50 (0.57),←,
25,"Hargrave, Ryan",24y 11d,70 (25-2-43 37.14%),19 (0.27),←,
6,"Johnson, Brad",29y 19d,251 (112-5-134 45.62%),317 (1.26),←,
36,"Lake, Brian",23y 160d,50 (14-0-36 28.00%),8 (0.16),←,
23,"McMahon, Jordan",22y 71d,69 (21-2-46 31.88%),30 (0.43),←,
27,"Minson, Will",20y 117d,19 (9-0-10 47.37%),3 (0.16),←,
38,"Morris, Dale",22y 220d,14 (8-0-6 57.14%),,←,
2,"Murphy, Robert",23y 58d,98 (34-2-62 35.71%),54 (0.55),←,
30,"Robbins, Matthew",28y 90d,110 (43-2-65 40.00%),68 (0.62),103 (39-2-62 38.83%),68 (0.66)
34,"Skipper, Wayde",22y 158d,24 (7-1-16 31.25%),10 (0.42),←,
5,"Smith, Rohan",32y 67d,273 (128-5-140 47.80%),231 (0.85),←,
31,"Street, Peter",25y 61d,41 (14-1-26 35.37%),8 (0.20),24 (7-0-17 29.17%),5 (0.21)
7,"West, Scott",30y 265d,273 (124-4-145 46.15%),95 (0.35),←,
Totals,Totals,24y 220d,2196 (913-39-1244 41.58%),1743 (0.79),,
C,"Eade, Rodney",47y 124d,171 (90-2-79 53.22%),,19 (9-0-10 47.37%),
