Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
16,"Begley, Josh",19y 263d,4 (3-0-1 75.00%),6 (1.50),←,
2,"Bellchambers, Tom",28y 257d,94 (40-2-52 43.62%),63 (0.67),←,
28,"Brown, Mitch",27y 207d,41 (18-0-23 43.90%),29 (0.71),26 (5-0-21 19.23%),20 (0.77)
6,"Daniher, Joe",24y 19d,94 (36-1-57 38.83%),175 (1.86),←,
49,"Dea, Matt",26y 161d,59 (19-1-39 33.05%),2 (0.03),28 (6-0-22 21.43%),1 (0.04)
9,"Goddard, Brendon",32y 307d,313 (172-4-137 55.59%),158 (0.50),108 (46-1-61 43.06%),54 (0.50)
15,"Green, Josh",25y 211d,99 (39-0-60 39.39%),126 (1.27),18 (10-0-8 55.56%),19 (1.06)
36,"Hartley, Michael",24y 289d,38 (15-0-23 39.47%),1 (0.03),←,
21,"Heppell, Dyson",25y 313d,130 (63-2-65 49.23%),45 (0.35),←,
26,"Hooker, Cale",29y 161d,154 (70-2-82 46.10%),72 (0.47),←,
18,"Hurley, Michael",27y 295d,141 (66-3-72 47.87%),108 (0.77),←,
4,"Langford, Kyle",21y 112d,32 (7-0-25 21.88%),19 (0.59),←,
43,"McDonald-Tipungwuti, Anthony",24y 335d,45 (16-0-29 35.56%),42 (0.93),←,
1,"McGrath, Andrew",19y 294d,22 (12-0-10 54.55%),2 (0.09),←,
45,"McKenna, Conor",21y 360d,34 (13-0-21 38.24%),10 (0.29),←,
7,"Merrett, Zach",22y 171d,82 (32-1-49 39.63%),31 (0.38),←,
3,"Parish, Darcy",20y 241d,41 (14-0-27 34.15%),13 (0.32),←,
42,"Saad, Adam",23y 243d,49 (14-1-34 29.59%),3 (0.06),1 (1-0-0 100.00%),
5,"Smith, Devon",24y 307d,110 (39-2-69 36.36%),100 (0.91),1 (1-0-0 100.00%),
17,"Stewart, James",24y 19d,35 (18-0-17 51.43%),43 (1.23),17 (10-0-7 58.82%),25 (1.47)
25,"Stringer, Jake",23y 332d,90 (49-0-41 54.44%),160 (1.78),1 (1-0-0 100.00%),
11,"Zaharakis, David",28y 30d,171 (77-2-92 45.61%),112 (0.65),←,
Totals,Totals,24y 340d,1878 (832-21-1025 44.30%),1320 (0.70),,
C,"Worsfold, John",49y 179d,327 (165-2-160 50.76%),,46 (16-0-30 34.78%),
