Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 51d,77 (18-1-58 24.03%),54 (0.70),←,
15,"Anderson, Noah",21y 44d,40 (11-1-28 28.75%),6 (0.15),←,
2,"Atkins, Rory",27y 264d,111 (64-1-46 58.11%),49 (0.44),10 (2-0-8 20.00%),2 (0.20)
10,"Ballard, Charlie",22y 253d,72 (17-1-54 24.31%),1 (0.01),←,
30,"Casboult, Levi",32y 18d,157 (49-1-107 31.53%),163 (1.04),3 (1-0-2 33.33%),7 (2.33)
1,"Chol, Mabior",25y 63d,34 (20-1-13 60.29%),30 (0.88),3 (1-0-2 33.33%),6 (2.00)
25,"Collins, Sam",27y 291d,62 (19-1-42 31.45%),,48 (16-1-31 34.38%),
19,"Corbett, Josh",25y 344d,33 (6-1-26 19.70%),29 (0.88),←,
5,"Davies, Alex",20y 15d,4 (1-0-3 25.00%),2 (0.50),←,
4,"Ellis, Brandon",28y 242d,213 (121-2-90 57.28%),68 (0.32),37 (12-1-24 33.78%),10 (0.27)
8,"Fiorini, Brayden",24y 223d,65 (14-1-50 22.31%),21 (0.32),←,
46,"Graham, Caleb",21y 202d,25 (4-0-21 16.00%),,←,
7,"Holman, Nick",26y 308d,74 (19-0-55 25.68%),35 (0.47),65 (18-0-47 27.69%),35 (0.54)
23,"Lemmens, Sean",27y 151d,117 (31-2-84 27.35%),25 (0.21),←,
13,"Lukosius, Jack",21y 236d,63 (16-1-46 26.19%),12 (0.19),←,
11,"Miller, Touk",26y 39d,141 (33-2-106 24.11%),40 (0.28),←,
27,"Powell, Wil",22y 219d,60 (17-1-42 29.17%),12 (0.20),←,
18,"Rowell, Matt",20y 275d,20 (7-0-13 35.00%),8 (0.40),←,
6,"Sexton, Alex",28y 120d,157 (41-0-116 26.11%),151 (0.96),←,
20,"Sharp, Jeremy",20y 232d,14 (4-0-10 28.57%),4 (0.29),←,
24,"Swallow, David",29y 134d,178 (46-1-131 26.12%),78 (0.44),←,
14,"Weller, Lachie",26y 38d,118 (30-1-87 25.85%),42 (0.36),71 (16-1-54 23.24%),25 (0.35)
28,"Witts, Jarrod",29y 201d,125 (38-1-86 30.80%),26 (0.21),85 (20-1-64 24.12%),8 (0.09)
Totals,Totals,25y 93d,1960 (626-20-1314 31.94%),856 (0.44),,
C,"Dew, Stuart",42y 227d,86 (20-1-65 23.84%),,←,
