St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",23y 37d,61 (17-1-43 28.69%),14 (0.23),←,
6,"Black, Heath",24y 31d,99 (27-0-72 27.27%),42 (0.42),30 (9-0-21 30.00%),7 (0.23)
3,"Burke, Nathan",33y 142d,318 (134-3-181 42.61%),123 (0.39),←,
20,"Clarke, Xavier",19y 273d,29 (8-1-20 29.31%),11 (0.38),←,
9,"Gehrig, Fraser",27y 117d,160 (75-1-84 47.19%),199 (1.24),45 (12-0-33 26.67%),40 (0.89)
18,"Goddard, Brendon",18y 39d,10 (5-0-5 50.00%),1 (0.10),←,
35,"Harvey, Robert",31y 311d,268 (125-3-140 47.20%),155 (0.58),←,
7,"Hayes, Lenny",23y 165d,84 (24-2-58 29.76%),37 (0.44),←,
8,"Hudghton, Max",26y 299d,128 (49-2-77 39.06%),12 (0.09),←,
5,"Jones, Austinn",26y 273d,170 (67-2-101 40.00%),114 (0.67),←,
33,"Knobel, Trent",23y 36d,29 (14-1-14 50.00%),4 (0.14),16 (5-1-10 34.38%),4 (0.25)
23,"Koschitzke, Justin",20y 281d,32 (8-0-24 25.00%),15 (0.47),←,
15,"Lawrence, Steven",27y 40d,117 (50-3-64 44.02%),59 (0.50),36 (10-1-25 29.17%),16 (0.44)
31,"Maguire, Matt",19y 29d,20 (5-0-15 25.00%),4 (0.20),←,
44,"Milne, Stephen",23y 112d,49 (12-1-36 25.51%),99 (2.02),←,
38,"Murray, Allan",21y 39d,5 (3-0-2 60.00%),6 (1.20),4 (2-0-2 50.00%),6 (1.50)
1,"Peckett, Justin",30y 266d,199 (79-2-118 40.20%),38 (0.19),←,
17,"Powell, Stephen",26y 294d,87 (52-1-34 60.34%),71 (0.82),13 (6-0-7 46.15%),7 (0.54)
12,"Riewoldt, Nick",20y 254d,41 (12-1-28 30.49%),43 (1.05),←,
40,"Schwarze, Troy",21y 187d,35 (9-1-25 27.14%),6 (0.17),←,
4,"Thompson, Andrew",30y 250d,142 (54-2-86 38.73%),81 (0.57),←,
13,"Voss, Brett",25y 126d,82 (31-2-49 39.02%),29 (0.35),47 (12-1-34 26.60%),18 (0.38)
Totals,Totals,24y 280d,2165 (860-29-1276 39.72%),1163 (0.54),,
C,"Thomas, Grant",45y 134d,42 (12-1-29 29.76%),,←,
