Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
24,"Bolton, Jude",19y 145d,5 (2-0-3 40.00%),1 (0.20),←,
8,"Cresswell, Daryn",28y 77d,159 (65-1-93 41.19%),128 (0.81),←,
28,"Crouch, Jared",21y 155d,37 (19-0-18 51.35%),5 (0.14),←,
6,"Dunkley, Andrew",31y 39d,158 (65-2-91 41.77%),9 (0.06),←,
26,"Feast, Simon",24y 249d,3 (1-0-2 33.33%),,←,
12,"Fosdike, Nic",19y 162d,13 (7-0-6 53.85%),8 (0.62),←,
30,"James, Heath",19y 153d,1 (0-0-1 0.00%),,←,
14,"Kelly, Paul",30y 10d,193 (70-3-120 37.05%),159 (0.82),←,
31,"Kirk, Brett",22y 286d,1 (0-0-1 0.00%),3 (3.00),←,
3,"Lewis, Dale",30y 95d,157 (55-2-100 35.67%),171 (1.09),←,
4,"Lockett, Tony",33y 151d,274 (122-1-151 44.71%),1335 (4.87),91 (54-1-36 59.89%),437 (4.80)
36,"Mathews, Ben",20y 251d,17 (9-0-8 52.94%),5 (0.29),←,
11,"Maxfield, Stuart",27y 120d,177 (89-2-86 50.85%),109 (0.62),88 (54-1-33 61.93%),44 (0.50)
23,"Nicks, Matthew",24y 86d,69 (40-0-29 57.97%),26 (0.38),←,
16,"OConnor, Ryan",25y 41d,76 (37-3-36 50.66%),48 (0.63),13 (5-0-8 38.46%),1 (0.08)
19,"OLoughlin, Michael",22y 168d,97 (56-1-40 58.25%),119 (1.23),←,
22,"Saddington, Jason",19y 288d,41 (22-0-19 53.66%),18 (0.44),←,
2,"Schwass, Wayne",30y 253d,225 (124-0-101 55.11%),125 (0.56),41 (23-0-18 56.10%),28 (0.68)
7,"Seymour, Brad",23y 96d,89 (46-1-42 52.25%),7 (0.08),←,
1,"Stafford, Greg",24y 345d,86 (39-1-46 45.93%),23 (0.27),←,
20,"Stevens, John",28y 53d,55 (32-0-23 58.18%),29 (0.53),←,
33,"Warfe, Rowan",23y 45d,69 (26-0-43 37.68%),2 (0.03),43 (25-0-18 58.14%),1 (0.02)
Totals,Totals,24y 364d,2002 (926-17-1059 46.25%),2330 (1.16),,
C,"Eade, Rodney",41y 125d,91 (54-1-36 59.89%),,←,
