Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",32y 357d,295 (156-2-137 53.22%),384 (1.30),103 (32-0-71 31.07%),122 (1.18)
13,"Ah Chee, Callum",19y 209d,21 (6-0-15 28.57%),20 (0.95),←,
20,"Barlow, Michael",29y 139d,133 (81-1-51 61.28%),86 (0.65),7 (3-0-4 42.86%),5 (0.71)
33,"Hall, Aaron",26y 178d,85 (30-1-54 35.88%),70 (0.82),←,
5,"Harbrow, Jarrod",28y 292d,189 (75-2-112 40.21%),52 (0.28),119 (35-1-83 29.83%),31 (0.26)
38,"Joyce, Jesse",19y 262d,18 (6-0-12 33.33%),,←,
10,"Kolodjashnij, Kade",21y 270d,65 (19-1-45 30.00%),11 (0.17),←,
23,"Lemmens, Sean",22y 185d,56 (18-1-37 33.04%),10 (0.18),←,
21,"Leslie, Jack",22y 9d,11 (2-0-9 18.18%),,←,
19,"Lynch, Tom",24y 187d,109 (31-1-77 28.90%),210 (1.93),←,
25,"Lyons, Jarryd",24y 288d,62 (37-0-25 59.68%),34 (0.55),7 (3-0-4 42.86%),2 (0.29)
4,"Martin, Jack",22y 97d,51 (16-1-34 32.35%),42 (0.82),←,
32,"Matera, Brandon",25y 56d,96 (29-1-66 30.73%),117 (1.22),←,
17,"May, Steven",25y 116d,93 (31-1-61 33.87%),17 (0.18),←,
11,"Miller, Touk",21y 73d,47 (11-1-35 24.47%),15 (0.32),←,
3,"Rosa, Matt",30y 164d,190 (93-1-96 49.21%),43 (0.23),22 (6-0-16 27.27%),4 (0.18)
42,"Saad, Adam",22y 287d,33 (10-1-22 31.82%),1 (0.03),←,
40,"Scheer, Brad",18y 248d,1 (1-0-0 100.00%),,←,
6,"Sexton, Alex",23y 154d,62 (18-0-44 29.03%),36 (0.58),←,
24,"Swallow, David",24y 168d,84 (25-0-59 29.76%),41 (0.49),←,
28,"Witts, Jarrod",24y 235d,47 (21-0-26 44.68%),19 (0.40),7 (3-0-4 42.86%),1 (0.14)
30,"Wright, Peter",20y 240d,27 (6-0-21 22.22%),36 (1.33),←,
Totals,Totals,24y 59d,1775 (722-15-1038 40.68%),1244 (0.70),,
C,"Eade, Rodney",59y 32d,365 (182-5-178 50.55%),,51 (13-1-37 26.47%),
