Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
48,"Adams, Oscar",22y 10d,5 (4-0-1 80.00%),,←,
9,"Ainsworth, Ben",27y 173d,152 (56-1-95 37.17%),131 (0.86),←,
15,"Anderson, Noah",24y 166d,123 (52-1-70 42.68%),50 (0.41),←,
1,"Andrew, Mac",21y 241d,59 (29-0-30 49.15%),11 (0.19),←,
35,"Budarick, Connor",24y 118d,49 (25-1-23 52.04%),4 (0.08),←,
25,"Collins, Sam",31y 48d,143 (59-1-83 41.61%),,129 (56-1-72 43.80%),
5,"Davies, Alex",23y 137d,34 (18-0-16 52.94%),10 (0.29),←,
50,"Farrar, Jy",28y 238d,36 (17-0-19 47.22%),8 (0.22),←,
8,"Fiorini, Brayden",27y 345d,117 (39-1-77 33.76%),37 (0.32),←,
3,"Flanders, Sam",24y 9d,84 (36-1-47 43.45%),36 (0.43),←,
7,"Holman, Nick",30y 65d,145 (54-0-91 37.24%),78 (0.54),136 (53-0-83 38.97%),78 (0.57)
19,"Humphrey, Bailey",20y 325d,59 (32-0-27 54.24%),46 (0.78),←,
40,"Jeffrey, Joel",23y 143d,47 (26-0-21 55.32%),21 (0.45),←,
34,"King, Ben",25y 26d,114 (45-1-68 39.91%),235 (2.06),←,
22,"Long, Ben",27y 346d,129 (59-1-69 46.12%),91 (0.71),50 (27-0-23 54.00%),60 (1.20)
11,"Miller, Touk",29y 161d,208 (67-2-139 32.69%),71 (0.34),←,
2,"Noble, John",28y 130d,131 (79-3-49 61.45%),11 (0.08),19 (13-0-6 68.42%),3 (0.16)
27,"Powell, Wil",25y 341d,124 (53-1-70 43.15%),15 (0.12),←,
20,"Read, Ethan",20y 26d,19 (12-0-7 63.16%),18 (0.95),←,
18,"Rowell, Matt",24y 32d,104 (49-0-55 47.12%),31 (0.30),←,
32,"Uwland, Bodhi",22y 8d,43 (24-0-19 55.81%),1 (0.02),←,
14,"Weller, Lachie",29y 160d,155 (51-1-103 33.23%),50 (0.32),108 (37-1-70 34.72%),33 (0.31)
28,"Witts, Jarrod",32y 323d,199 (76-1-122 38.44%),43 (0.22),159 (58-1-100 36.79%),25 (0.16)
Totals,Totals,25y 314d,2279 (962-16-1301 42.21%),998 (0.44),,
C,"Hardwick, Damien",52y 349d,349 (194-6-149 56.45%),,42 (24-0-18 57.14%),
