Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
30,"Conca, Reece",19y 288d,26 (9-1-16 36.54%),5 (0.19),←,
9,"Cotchin, Trent",22y 49d,73 (30-1-42 41.78%),44 (0.60),←,
7,"Dea, Matt",20y 226d,12 (5-0-7 41.67%),,←,
3,"Deledio, Brett",25y 38d,159 (58-4-97 37.74%),107 (0.67),←,
10,"Edwards, Shane",23y 214d,96 (30-4-62 33.33%),45 (0.47),←,
42,"Ellis, Brandon",18y 297d,9 (4-0-5 44.44%),1 (0.11),←,
41,"Foley, Nathan",26y 261d,119 (40-3-76 34.87%),34 (0.29),←,
24,"Griffiths, Ben",20y 252d,10 (6-0-4 60.00%),4 (0.40),←,
6,"Grigg, Shaun",24y 37d,73 (30-1-42 41.78%),25 (0.34),30 (12-1-17 41.67%),15 (0.50)
14,"Houli, Bachar",24y 14d,57 (22-2-33 40.35%),15 (0.26),31 (12-1-18 40.32%),6 (0.19)
23,"Jackson, Daniel",26y 31d,112 (35-3-74 32.59%),36 (0.32),←,
28,"King, Jake",28y 61d,80 (25-4-51 33.75%),51 (0.64),←,
47,"Maric, Addam",22y 38d,25 (6-1-18 26.00%),15 (0.60),4 (2-0-2 50.00%),
20,"Maric, Ivan",26y 143d,86 (47-0-39 54.65%),33 (0.38),9 (4-0-5 44.44%),5 (0.56)
4,"Martin, Dustin",20y 335d,52 (18-1-33 35.58%),54 (1.04),←,
38,"Morris, Steven",23y 147d,9 (4-0-5 44.44%),1 (0.11),←,
26,"Nahas, Robin",24y 198d,64 (19-2-43 31.25%),73 (1.14),←,
17,"Newman, Chris",30y 8d,201 (65-4-132 33.33%),30 (0.15),←,
18,"Rance, Alex",22y 230d,53 (14-1-38 27.36%),7 (0.13),←,
8,"Riewoldt, Jack",23y 208d,99 (34-3-62 35.86%),220 (2.22),←,
21,"Tuck, Shane",30y 154d,149 (54-3-92 37.25%),60 (0.40),←,
29,"Vickery, Ty",21y 361d,52 (18-2-32 36.54%),49 (0.94),←,
Totals,Totals,23y 329d,1616 (573-40-1003 35.46%),909 (0.56),,
C,"Hardwick, Damien",39y 282d,53 (18-1-34 34.91%),,←,
