Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",29y 344d,88 (36-1-51 41.48%),3 (0.03),←,
2,"Bellchambers, Tom",27y 295d,80 (32-2-46 41.25%),54 (0.68),←,
28,"Brown, Mitch",26y 245d,40 (17-0-23 42.50%),29 (0.73),25 (4-0-21 16.00%),20 (0.80)
32,"Colyer, Travis",25y 249d,63 (30-1-32 48.41%),45 (0.71),←,
6,"Daniher, Joe",23y 57d,76 (26-1-49 34.87%),121 (1.59),←,
49,"Dea, Matt",25y 199d,53 (16-1-36 31.13%),1 (0.02),22 (3-0-19 13.64%),
13,"Fantasia, Orazio",21y 228d,33 (7-1-25 22.73%),47 (1.42),←,
8,"Gleeson, Martin",22y 248d,55 (14-1-40 26.36%),4 (0.07),←,
9,"Goddard, Brendon",31y 345d,295 (162-4-129 55.59%),154 (0.52),90 (36-1-53 40.56%),50 (0.56)
15,"Green, Josh",24y 249d,85 (31-0-54 36.47%),110 (1.29),4 (2-0-2 50.00%),3 (0.75)
21,"Heppell, Dyson",24y 351d,112 (53-2-57 48.21%),37 (0.33),←,
26,"Hooker, Cale",28y 199d,139 (61-2-76 44.60%),39 (0.28),←,
40,"Howlett, Ben",28y 191d,119 (58-2-59 49.58%),57 (0.48),←,
18,"Hurley, Michael",26y 333d,125 (58-3-64 47.60%),105 (0.84),←,
43,"McDonald-Tipungwuti, Anthony",24y 8d,27 (6-0-21 22.22%),15 (0.56),←,
1,"McGrath, Andrew",18y 332d,6 (3-0-3 50.00%),1 (0.17),←,
45,"McKenna, Conor",21y 33d,16 (3-0-13 18.75%),5 (0.31),←,
41,"McNiece, Ben",25y 39d,2 (1-0-1 50.00%),,←,
7,"Merrett, Zach",21y 209d,65 (22-1-42 34.62%),23 (0.35),←,
3,"Parish, Darcy",19y 279d,26 (5-0-21 19.23%),8 (0.31),←,
4,"Watson, Jobe",32y 81d,206 (90-4-112 44.66%),111 (0.54),←,
11,"Zaharakis, David",27y 68d,153 (67-2-84 44.44%),105 (0.69),←,
Totals,Totals,25y 142d,1864 (798-28-1038 42.81%),1074 (0.58),,
C,"Worsfold, John",48y 217d,309 (155-2-152 50.49%),,28 (6-0-22 21.43%),
