St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",24y 71d,83 (31-1-51 37.95%),17 (0.20),←,
14,"Ball, Luke",20y 68d,34 (22-0-12 64.71%),19 (0.56),←,
6,"Black, Heath",25y 65d,118 (38-0-80 32.20%),51 (0.43),49 (20-0-29 40.82%),16 (0.33)
27,"Blake, Jason",23y 139d,52 (20-1-31 39.42%),9 (0.17),←,
3,"Clarke, Xavier",20y 308d,52 (23-1-28 45.19%),28 (0.54),←,
26,"Dal Santo, Nick",20y 161d,44 (21-1-22 48.86%),21 (0.48),←,
21,"Ferguson, Matthew",19y 305d,4 (2-0-2 50.00%),,←,
25,"Fisher, Sam",22y 22d,5 (3-0-2 60.00%),,←,
9,"Gehrig, Fraser",28y 151d,184 (92-1-91 50.27%),296 (1.61),69 (29-0-40 42.03%),137 (1.99)
18,"Goddard, Brendon",19y 73d,35 (22-0-13 62.86%),9 (0.26),←,
34,"Guerra, Brent",22y 64d,79 (57-0-22 72.15%),67 (0.85),14 (10-0-4 71.43%),28 (2.00)
2,"Hamill, Aaron",26y 347d,165 (77-0-88 46.67%),210 (1.27),73 (28-0-45 38.36%),96 (1.32)
35,"Harvey, Robert",32y 346d,294 (142-3-149 48.81%),168 (0.57),←,
7,"Hayes, Lenny",24y 200d,109 (40-2-67 37.61%),44 (0.40),←,
5,"Jones, Austinn",27y 308d,197 (85-2-110 43.65%),121 (0.61),←,
33,"Knobel, Trent",24y 70d,48 (27-1-20 57.29%),7 (0.15),35 (18-1-16 52.86%),7 (0.20)
44,"Milne, Stephen",24y 146d,70 (25-1-44 36.43%),144 (2.06),←,
28,"Montagna, Leigh",20y 273d,18 (10-0-8 55.56%),19 (1.06),←,
1,"Peckett, Justin",31y 301d,212 (87-2-123 41.51%),40 (0.19),←,
12,"Riewoldt, Nick",21y 289d,68 (30-1-37 44.85%),100 (1.47),←,
4,"Thompson, Andrew",31y 285d,166 (70-2-94 42.77%),88 (0.53),←,
13,"Voss, Brett",26y 161d,105 (46-2-57 44.76%),33 (0.31),70 (27-1-42 39.29%),22 (0.31)
Totals,Totals,24y 189d,2142 (970-21-1151 45.28%),1491 (0.70),,
C,"Thomas, Grant",46y 169d,69 (30-1-38 44.20%),,←,
