Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",24y 362d,152 (53-2-97 35.53%),84 (0.55),←,
1,"Champion, Richard",28y 160d,119 (44-2-73 37.82%),37 (0.31),←,
5,"Chapman, Nathan",21y 137d,49 (15-0-34 30.61%),12 (0.24),←,
16,"Clarke, Matthew",23y 3d,69 (36-1-32 52.90%),6 (0.09),←,
14,"Dickfos, Danny",25y 357d,22 (16-1-5 75.00%),,←,
6,"Fletcher, Adrian",26y 347d,131 (63-1-67 48.47%),69 (0.53),86 (38-1-47 44.77%),49 (0.57)
8,"Gowers, Andrew",27y 163d,129 (80-1-48 62.40%),61 (0.47),40 (21-1-18 53.75%),7 (0.17)
32,"Hart, Shaun",25y 127d,102 (37-1-64 36.76%),81 (0.79),←,
41,"Kennedy, Matthew",26y 230d,113 (39-1-73 34.96%),25 (0.22),←,
18,"Lambert, Craig",27y 352d,172 (57-1-114 33.43%),72 (0.42),49 (24-1-24 50.00%),19 (0.39)
44,"Lappin, Nigel",20y 92d,61 (32-1-28 53.28%),40 (0.66),←,
23,"Leppitsch, Justin",20y 356d,44 (22-1-21 51.14%),58 (1.32),←,
11,"Lynch, Alastair",28y 94d,152 (61-0-91 40.13%),262 (1.72),32 (17-0-15 53.13%),89 (2.78)
42,"Lynch, Tristan",23y 30d,21 (14-1-6 69.05%),1 (0.05),←,
2,"McAdam, Gilbert",29y 175d,111 (60-2-49 54.95%),89 (0.80),58 (30-1-27 52.59%),41 (0.71)
19,"McLean, Michael",31y 202d,182 (75-2-105 41.76%),40 (0.22),87 (28-0-59 32.18%),17 (0.20)
4,"McRae, Craig",22y 365d,39 (21-0-18 53.85%),56 (1.44),←,
24,"Merrett, Roger",36y 155d,313 (151-4-158 48.88%),433 (1.38),164 (54-2-108 33.54%),285 (1.74)
22,"Scott, Chris",20y 141d,55 (27-1-27 50.00%),23 (0.42),←,
38,"Scott, Dion",26y 173d,55 (27-0-28 49.09%),39 (0.71),49 (26-0-23 53.06%),39 (0.80)
33,"White, Darryl",23y 101d,90 (39-2-49 44.44%),106 (1.18),←,
Totals,Totals,25y 283d,2181 (969-25-1187 44.43%),1594 (0.73),,
C,"Northey, John",53y 84d,281 (145-3-133 52.14%),,25 (17-1-7 70.00%),
