Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",26y 267d,65 (26-1-38 40.77%),22 (0.34),←,
12,"Baguley, Mark",31y 5d,112 (48-1-63 43.30%),9 (0.08),←,
2,"Bellchambers, Tom",28y 321d,102 (43-2-57 43.14%),66 (0.65),←,
49,"Dea, Matt",26y 225d,62 (21-1-40 34.68%),2 (0.03),31 (8-0-23 25.81%),1 (0.03)
13,"Fantasia, Orazio",22y 254d,52 (17-1-34 33.65%),76 (1.46),←,
9,"Goddard, Brendon",33y 6d,322 (175-4-143 54.97%),160 (0.50),117 (49-1-67 42.31%),56 (0.48)
35,"Guelfi, Matt",20y 285d,5 (3-0-2 60.00%),1 (0.20),←,
21,"Heppell, Dyson",26y 12d,139 (66-2-71 48.20%),50 (0.36),←,
26,"Hooker, Cale",29y 225d,163 (73-2-88 45.40%),76 (0.47),←,
4,"Langford, Kyle",21y 176d,35 (9-0-26 25.71%),21 (0.60),←,
33,"Laverde, Jayden",22y 44d,28 (9-0-19 32.14%),15 (0.54),←,
43,"McDonald-Tipungwuti, Anthony",25y 34d,54 (19-0-35 35.19%),50 (0.93),←,
1,"McGrath, Andrew",19y 358d,29 (14-0-15 48.28%),3 (0.10),←,
45,"McKenna, Conor",22y 59d,40 (15-0-25 37.50%),13 (0.32),←,
44,"McKernan, Shaun",27y 267d,55 (19-0-36 34.55%),41 (0.75),21 (7-0-14 33.33%),20 (0.95)
7,"Merrett, Zach",22y 235d,91 (35-1-55 39.01%),33 (0.36),←,
14,"Ridley, Jordan",19y 218d,2 (2-0-0 100.00%),,←,
42,"Saad, Adam",23y 307d,58 (17-1-40 30.17%),3 (0.05),10 (4-0-6 40.00%),
5,"Smith, Devon",25y 6d,119 (42-2-75 36.13%),105 (0.88),10 (4-0-6 40.00%),5 (0.50)
17,"Stewart, James",24y 83d,44 (21-0-23 47.73%),55 (1.25),26 (13-0-13 50.00%),37 (1.42)
25,"Stringer, Jake",24y 31d,99 (52-0-47 52.53%),174 (1.76),10 (4-0-6 40.00%),14 (1.40)
11,"Zaharakis, David",28y 94d,180 (80-2-98 45.00%),115 (0.64),←,
Totals,Totals,25y 27d,1856 (806-20-1030 43.43%),1090 (0.59),,
C,"Worsfold, John",49y 243d,336 (168-2-166 50.30%),,55 (19-0-36 34.55%),
