Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",19y 183d,14 (4-0-10 28.57%),4 (0.29),←,
18,"Cross, Daniel",32y 103d,241 (106-3-132 44.61%),34 (0.14),31 (8-0-23 25.81%),1 (0.03)
6,"Dawes, Chris",27y 56d,109 (61-1-47 56.42%),120 (1.10),38 (7-0-31 18.42%),37 (0.97)
14,"Dunn, Lynden",28y 58d,153 (38-2-113 25.49%),95 (0.62),←,
20,"Garland, Colin",27y 74d,127 (28-2-97 22.83%),16 (0.13),←,
36,"Garlett, Jeff",25y 342d,121 (61-1-59 50.83%),210 (1.74),14 (4-0-10 28.57%),27 (1.93)
11,"Gawn, Max",23y 193d,31 (6-0-25 19.35%),13 (0.42),←,
43,"Harmes, James",19y 279d,1 (0-0-1 0.00%),,←,
1,"Hogan, Jesse",20y 149d,12 (3-0-9 25.00%),24 (2.00),←,
38,"Howe, Jeremy",25y 12d,92 (19-0-73 20.65%),78 (0.85),←,
39,"Jetta, Neville",25y 149d,67 (14-2-51 22.39%),21 (0.31),←,
2,"Jones, Nathan",27y 172d,193 (45-3-145 24.09%),90 (0.47),←,
24,"Kennedy Harris, Jay",20y 112d,20 (5-0-15 25.00%),10 (0.50),←,
8,"Lumumba, Heritier",28y 238d,212 (133-2-77 63.21%),30 (0.14),13 (4-0-9 30.77%),2 (0.15)
25,"McDonald, Tom",22y 296d,74 (15-0-59 20.27%),5 (0.07),←,
30,"Neal-Bullen, Alex",19y 183d,4 (1-0-3 25.00%),5 (1.25),←,
15,"Stretch, Billy",18y 306d,6 (1-0-5 16.67%),2 (0.33),←,
12,"Tyson, Dom",22y 33d,46 (8-0-38 17.39%),25 (0.54),33 (7-0-26 21.21%),21 (0.64)
37,"Vandenberg, Aaron",23y 130d,11 (3-0-8 27.27%),4 (0.36),←,
23,"Vince, Bernie",29y 282d,164 (75-0-89 45.73%),100 (0.61),35 (7-0-28 20.00%),20 (0.57)
7,"Viney, Jack",21y 89d,41 (7-0-34 17.07%),10 (0.24),←,
4,"Watts, Jack",24y 107d,108 (26-2-80 25.00%),78 (0.72),←,
Totals,Totals,24y 78d,1847 (659-18-1170 35.68%),974 (0.53),,
C,"Roos, Paul",52y 14d,238 (124-2-112 52.52%),,36 (8-0-28 22.22%),
