Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Brown, Nathan",30y 63d,192 (83-3-106 44.01%),305 (1.59),55 (19-0-36 34.55%),99 (1.80)
3,"Deledio, Brett",20y 361d,66 (26-1-39 40.15%),44 (0.67),←,
10,"Edwards, Shane",19y 171d,17 (3-1-13 20.59%),12 (0.71),←,
41,"Foley, Nathan",22y 218d,53 (17-1-35 33.02%),12 (0.23),←,
31,"Hyde, Chris",25y 248d,84 (23-0-61 27.38%),35 (0.42),←,
17,"Johnson, Kane",30y 29d,205 (87-1-117 42.68%),71 (0.35),101 (32-1-68 32.18%),27 (0.27)
46,"King, Jake",24y 18d,23 (5-1-17 23.91%),4 (0.17),←,
16,"McGuane, Luke",21y 61d,17 (3-0-14 17.65%),,←,
13,"McMahon, Jordan",24y 322d,118 (47-3-68 41.10%),38 (0.32),4 (2-0-2 50.00%),1 (0.25)
40,"Moore, Kelvin",24y 19d,28 (4-0-24 14.29%),8 (0.29),←,
20,"Morton, Mitch",21y 76d,14 (7-0-7 50.00%),14 (1.00),2 (1-0-1 50.00%),3 (1.50)
1,"Newman, Chris",25y 331d,115 (36-1-78 31.74%),16 (0.14),←,
26,"Pattison, Adam",22y 39d,39 (15-1-23 39.74%),10 (0.26),←,
6,"Polak, Graham",23y 302d,99 (45-1-53 45.96%),20 (0.20),26 (5-1-20 21.15%),11 (0.42)
12,"Richardson, Matthew",33y 25d,260 (108-1-151 41.73%),755 (2.90),←,
8,"Riewoldt, Jack",19y 165d,9 (2-0-7 22.22%),7 (0.78),←,
25,"Schulz, Jay",22y 361d,53 (16-1-36 31.13%),48 (0.91),←,
5,"Simmonds, Troy",29y 275d,161 (75-0-86 46.58%),112 (0.70),57 (23-0-34 40.35%),46 (0.81)
30,"Tambling, Richard",21y 214d,57 (23-1-33 41.23%),45 (0.79),←,
2,"Thursfield, Will",21y 360d,26 (7-1-18 28.85%),,←,
21,"Tuck, Shane",26y 111d,73 (26-1-46 36.30%),37 (0.51),←,
35,"White, Matt",20y 364d,20 (7-1-12 37.50%),3 (0.15),←,
Totals,Totals,24y 72d,1729 (665-20-1044 38.46%),1596 (0.92),,
C,"Wallace, Terry",49y 122d,218 (105-3-110 48.85%),,70 (26-1-43 37.86%),
