Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 157d,69 (16-1-52 23.91%),51 (0.74),←,
15,"Anderson, Noah",20y 150d,32 (9-1-22 29.69%),4 (0.13),←,
2,"Atkins, Rory",27y 5d,106 (64-1-41 60.85%),49 (0.46),5 (2-0-3 40.00%),2 (0.40)
10,"Ballard, Charlie",21y 359d,64 (15-1-48 24.22%),1 (0.02),←,
3,"Bowes, Jack",23y 172d,74 (18-1-55 25.00%),14 (0.19),←,
29,"Burgess, Chris",25y 233d,28 (8-0-20 28.57%),13 (0.46),←,
25,"Collins, Sam",27y 32d,54 (17-1-36 32.41%),,40 (14-1-25 36.25%),
19,"Corbett, Josh",25y 85d,27 (5-1-21 20.37%),22 (0.81),←,
4,"Ellis, Brandon",27y 348d,209 (119-2-88 57.42%),67 (0.32),33 (10-1-22 31.82%),9 (0.27)
8,"Fiorini, Brayden",23y 329d,57 (12-1-44 21.93%),18 (0.32),←,
26,"Flanders, Sam",19y 358d,19 (6-1-12 34.21%),5 (0.26),←,
46,"Graham, Caleb",20y 308d,21 (3-0-18 14.29%),,←,
39,"Holman, Nick",26y 49d,71 (18-0-53 25.35%),33 (0.46),62 (17-0-45 27.42%),33 (0.53)
34,"King, Ben",21y 10d,48 (11-1-36 23.96%),82 (1.71),←,
23,"Lemmens, Sean",26y 257d,109 (29-2-78 27.52%),25 (0.23),←,
13,"Lukosius, Jack",20y 342d,55 (14-1-40 26.36%),9 (0.16),←,
11,"Miller, Touk",25y 145d,133 (31-2-100 24.06%),37 (0.28),←,
27,"Powell, Wil",21y 325d,52 (15-1-36 29.81%),11 (0.21),←,
22,"Rankine, Izak",21y 85d,29 (8-1-20 29.31%),28 (0.97),←,
18,"Rowell, Matt",20y 16d,12 (5-0-7 41.67%),7 (0.58),←,
6,"Sexton, Alex",27y 226d,149 (39-0-110 26.17%),146 (0.98),←,
37,"Sharp, Jeremy",19y 338d,6 (2-0-4 33.33%),1 (0.17),←,
24,"Swallow, David",28y 240d,170 (44-1-125 26.18%),78 (0.46),←,
Totals,Totals,23y 278d,1594 (508-20-1066 31.87%),701 (0.44),,
C,"Dew, Stuart",41y 333d,78 (18-1-59 23.72%),,←,
