Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
28,"Daniher, Darcy",19y 210d,6 (2-0-4 33.33%),,←,
29,"Davey, Alwyn",24y 339d,23 (12-0-11 52.17%),23 (1.00),←,
15,"Dempsey, Courtenay",21y 234d,14 (3-0-11 21.43%),7 (0.50),←,
2,"Dyson, Ricky",23y 203d,68 (24-1-43 36.03%),31 (0.46),←,
31,"Fletcher, Dustin",33y 347d,298 (182-3-113 61.58%),65 (0.22),←,
19,"Hille, David",27y 321d,148 (68-1-79 46.28%),107 (0.72),←,
18,"Lloyd, Matthew",31y 3d,256 (148-2-106 58.20%),899 (3.51),←,
13,"Lovett, Andrew",26y 159d,70 (22-1-47 32.14%),75 (1.07),←,
25,"Lucas, Scott",31y 110d,260 (144-2-114 55.77%),453 (1.74),←,
33,"McPhee, Adam",26y 195d,149 (58-0-91 38.93%),81 (0.54),124 (52-0-72 41.94%),72 (0.58)
10,"McVeigh, Mark",28y 83d,177 (87-2-88 49.72%),89 (0.50),←,
6,"Monfries, Angus",22y 90d,76 (25-1-50 33.55%),69 (0.91),←,
17,"Nash, Jay",23y 119d,43 (17-1-25 40.70%),10 (0.23),←,
16,"Pears, Tayte",19y 26d,9 (2-0-7 22.22%),3 (0.33),←,
41,"Quinn, Michael",19y 83d,2 (1-0-1 50.00%),,←,
30,"Ryder, Paddy",21y 36d,56 (21-1-34 38.39%),13 (0.23),←,
21,"Skipworth, Hayden",26y 53d,48 (27-0-21 56.25%),25 (0.52),4 (2-0-2 50.00%),3 (0.75)
20,"Slattery, Henry",23y 87d,56 (21-1-34 38.39%),10 (0.18),←,
5,"Stanton, Brent",22y 353d,102 (36-1-65 35.78%),65 (0.64),←,
4,"Watson, Jobe",24y 70d,76 (29-1-46 38.82%),25 (0.33),←,
8,"Winderlich, Jason",24y 191d,60 (21-0-39 35.00%),24 (0.40),←,
11,"Zaharakis, David",19y 57d,3 (2-0-1 66.67%),,←,
Totals,Totals,24y 203d,2000 (952-18-1030 47.60%),2074 (1.04),,
C,"Knights, Matthew",38y 196d,26 (10-0-16 38.46%),,←,
