Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 100d,84 (21-1-62 25.60%),64 (0.76),←,
15,"Anderson, Noah",21y 93d,46 (13-1-32 29.35%),8 (0.17),←,
10,"Ballard, Charlie",22y 302d,79 (20-1-58 25.95%),1 (0.01),←,
35,"Budarick, Connor",21y 45d,22 (8-1-13 38.64%),1 (0.05),←,
30,"Casboult, Levi",32y 67d,164 (52-1-111 32.01%),176 (1.07),10 (4-0-6 40.00%),20 (2.00)
1,"Chol, Mabior",25y 112d,41 (23-1-17 57.32%),44 (1.07),10 (4-0-6 40.00%),20 (2.00)
25,"Collins, Sam",27y 340d,69 (22-1-46 32.61%),,55 (19-1-35 35.45%),
4,"Ellis, Brandon",28y 291d,220 (124-2-94 56.82%),70 (0.32),44 (15-1-28 35.23%),12 (0.27)
50,"Farrar, Jy",25y 165d,17 (7-0-10 41.18%),2 (0.12),←,
8,"Fiorini, Brayden",24y 272d,72 (17-1-54 24.31%),22 (0.31),←,
7,"Holman, Nick",26y 357d,81 (22-0-59 27.16%),41 (0.51),72 (21-0-51 29.17%),41 (0.57)
40,"Jeffrey, Joel",20y 70d,6 (2-0-4 33.33%),7 (1.17),←,
23,"Lemmens, Sean",27y 200d,124 (34-2-88 28.23%),25 (0.20),←,
17,"Markov, Oleg",26y 13d,43 (18-0-25 41.86%),5 (0.12),20 (6-0-14 30.00%),2 (0.10)
11,"Miller, Touk",26y 88d,148 (36-2-110 25.00%),44 (0.30),←,
27,"Powell, Wil",22y 268d,66 (20-1-45 31.06%),12 (0.18),←,
22,"Rankine, Izak",22y 28d,38 (12-1-25 32.89%),37 (0.97),←,
41,"Rosas, Malcolm",20y 328d,10 (4-0-6 40.00%),5 (0.50),←,
18,"Rowell, Matt",20y 324d,27 (10-0-17 37.04%),8 (0.30),←,
24,"Swallow, David",29y 183d,185 (49-1-135 26.76%),81 (0.44),←,
16,"Thompson, Rory",31y 70d,106 (32-1-73 30.66%),7 (0.07),←,
14,"Weller, Lachie",26y 87d,125 (33-1-91 26.80%),44 (0.35),78 (19-1-58 25.00%),27 (0.35)
28,"Witts, Jarrod",29y 250d,132 (41-1-90 31.44%),27 (0.20),92 (23-1-68 25.54%),9 (0.10)
Totals,Totals,25y 144d,1905 (620-20-1265 32.55%),731 (0.38),,
C,"Dew, Stuart",42y 276d,93 (23-1-69 25.27%),,←,
