St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",22y 361d,56 (15-1-40 27.68%),14 (0.25),←,
14,"Ball, Luke",18y 358d,8 (4-0-4 50.00%),4 (0.50),←,
6,"Black, Heath",23y 355d,94 (25-0-69 26.60%),41 (0.44),25 (7-0-18 28.00%),6 (0.24)
3,"Burke, Nathan",33y 101d,313 (132-3-178 42.65%),122 (0.39),←,
16,"Capuano, Mathew",27y 258d,106 (65-1-40 61.79%),37 (0.35),24 (5-1-18 22.92%),13 (0.54)
20,"Clarke, Xavier",19y 232d,24 (6-1-17 27.08%),10 (0.42),←,
9,"Gehrig, Fraser",27y 76d,155 (73-1-81 47.42%),189 (1.22),40 (10-0-30 25.00%),30 (0.75)
18,"Goddard, Brendon",17y 363d,5 (3-0-2 60.00%),1 (0.20),←,
2,"Hamill, Aaron",25y 271d,139 (61-0-78 43.88%),176 (1.27),47 (12-0-35 25.53%),62 (1.32)
35,"Harvey, Robert",31y 270d,263 (123-3-137 47.34%),154 (0.59),←,
7,"Hayes, Lenny",23y 124d,79 (22-2-55 29.11%),36 (0.46),←,
8,"Hudghton, Max",26y 258d,127 (49-2-76 39.37%),12 (0.09),←,
5,"Jones, Austinn",26y 232d,165 (65-2-98 40.00%),113 (0.68),←,
23,"Koschitzke, Justin",20y 240d,31 (8-0-23 25.81%),12 (0.39),←,
15,"Lawrence, Steven",26y 364d,112 (48-3-61 44.20%),57 (0.51),31 (8-1-22 27.42%),14 (0.45)
31,"Maguire, Matt",18y 353d,15 (3-0-12 20.00%),3 (0.20),←,
44,"Milne, Stephen",23y 71d,44 (10-1-33 23.86%),94 (2.14),←,
1,"Peckett, Justin",30y 225d,194 (77-2-115 40.21%),33 (0.17),←,
19,"Penny, Luke",22y 99d,43 (19-0-24 44.19%),5 (0.12),8 (4-0-4 50.00%),
17,"Powell, Stephen",26y 253d,82 (50-1-31 61.59%),65 (0.79),8 (4-0-4 50.00%),1 (0.13)
12,"Riewoldt, Nick",20y 213d,36 (10-1-25 29.17%),30 (0.83),←,
4,"Thompson, Andrew",30y 209d,139 (53-2-84 38.85%),80 (0.58),←,
Totals,Totals,24y 307d,2230 (921-26-1283 41.30%),1288 (0.58),,
C,"Thomas, Grant",45y 93d,37 (10-1-26 28.38%),,←,
