Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",24y 18d,29 (8-1-20 29.31%),12 (0.41),←,
6,"Bate, Matthew",25y 51d,101 (27-1-73 27.23%),98 (0.97),←,
7,"Bennell, Jamie",22y 37d,57 (16-1-40 28.95%),23 (0.40),←,
17,"Blease, Sam",21y 146d,14 (3-0-11 21.43%),8 (0.57),←,
47,"Couch, Tom",24y 27d,1 (0-0-1 0.00%),,←,
8,"Frawley, James",23y 298d,95 (27-1-67 28.95%),3 (0.03),←,
20,"Garland, Colin",24y 77d,73 (19-2-52 27.40%),11 (0.15),←,
18,"Green, Brad",31y 123d,248 (104-3-141 42.54%),336 (1.35),←,
16,"Grimes, Jack",23y 64d,46 (11-2-33 26.09%),3 (0.07),←,
38,"Howe, Jeremy",22y 15d,28 (7-0-21 25.00%),30 (1.07),←,
40,"Jamar, Mark",28y 340d,123 (44-3-76 36.99%),45 (0.37),←,
2,"Jones, Nathan",24y 176d,128 (33-3-92 26.95%),64 (0.50),←,
28,"Macdonald, Joel",27y 278d,116 (58-2-56 50.86%),6 (0.05),36 (13-1-22 37.50%),
34,"Martin, Stefan",25y 240d,55 (14-1-40 26.36%),21 (0.38),←,
25,"McDonald, Tom",19y 300d,15 (3-0-12 20.00%),,←,
13,"McKenzie, Jordie",22y 23d,52 (15-1-36 29.81%),7 (0.13),←,
26,"Nicholson, Daniel",21y 255d,16 (6-0-10 37.50%),2 (0.13),←,
15,"Petterd, Ricky",23y 356d,53 (14-1-38 27.36%),55 (1.04),←,
27,"Rivers, Jared",27y 270d,143 (52-3-88 37.41%),11 (0.08),←,
19,"Strauss, James",22y 30d,12 (4-0-8 33.33%),,←,
12,"Sylvia, Colin",26y 249d,131 (44-2-85 34.35%),113 (0.86),←,
9,"Trengove, Jack",20y 316d,52 (16-2-34 32.69%),26 (0.50),←,
Totals,Totals,24y 85d,1588 (525-29-1034 33.06%),874 (0.55),,
C,"Neeld, Mark",41y 1d,15 (2-0-13 13.33%),,←,
