Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",29y 190d,220 (86-2-132 39.55%),150 (0.68),←,
27,"Chapman, Wade",20y 262d,34 (14-1-19 42.65%),10 (0.29),←,
8,"Cresswell, Daryn",25y 122d,92 (29-1-62 32.07%),75 (0.82),←,
6,"Dunkley, Andrew",28y 84d,99 (33-2-64 34.34%),7 (0.07),←,
12,"Dyson, Kevin",29y 140d,91 (51-1-39 56.59%),26 (0.29),21 (16-1-4 78.57%),1 (0.05)
29,"Garlick, Simon",21y 164d,41 (24-0-17 58.54%),26 (0.63),←,
9,"Grant, Shannon",19y 155d,34 (20-1-13 60.29%),20 (0.59),←,
39,"Heuskes, Adam",20y 185d,48 (25-0-23 52.08%),6 (0.13),←,
14,"Kelly, Paul",27y 55d,136 (41-3-92 31.25%),83 (0.61),←,
24,"Kickett, Derek",33y 351d,151 (81-2-68 54.30%),178 (1.18),62 (29-1-32 47.58%),72 (1.16)
3,"Lewis, Dale",27y 140d,111 (30-2-79 27.93%),120 (1.08),←,
4,"Lockett, Tony",30y 196d,223 (92-1-130 41.48%),1123 (5.04),40 (24-1-15 61.25%),225 (5.63)
34,"Luff, Troy",26y 304d,64 (26-2-36 42.19%),51 (0.80),←,
11,"Maxfield, Stuart",24y 165d,112 (53-2-57 48.21%),79 (0.71),23 (18-1-4 80.43%),14 (0.61)
32,"McPherson, Daniel",21y 78d,23 (16-1-6 71.74%),3 (0.13),←,
17,"Mooney, Jason",23y 108d,57 (16-0-41 28.07%),25 (0.44),←,
5,"OBrien, Craig",26y 202d,90 (47-2-41 53.33%),166 (1.84),17 (12-1-4 73.53%),34 (2.00)
19,"OLoughlin, Michael",19y 214d,35 (21-1-13 61.43%),31 (0.89),←,
1,"Roos, Paul",33y 86d,313 (135-1-177 43.29%),281 (0.90),44 (25-1-18 57.95%),11 (0.25)
7,"Seymour, Brad",20y 141d,39 (19-1-19 50.00%),1 (0.03),←,
15,"Stafford, Greg",22y 25d,38 (16-1-21 43.42%),7 (0.18),←,
Totals,Totals,25y 108d,2051 (875-27-1149 42.66%),2468 (1.20),,
C,"Eade, Rodney",38y 170d,24 (18-1-5 77.08%),,←,
