Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",20y 131d,2 (0-0-2 0.00%),,←,
7,"Ash, Lachie",21y 305d,62 (26-1-35 42.74%),4 (0.06),←,
44,"Buckley, Jack",25y 126d,23 (9-1-13 41.30%),,←,
5,"Cadman, Aaron",19y 50d,2 (1-0-1 50.00%),2 (1.00),←,
17,"Callaghan, Finn",19y 361d,11 (3-0-8 27.27%),2 (0.18),←,
3,"Coniglio, Stephen",29y 128d,183 (80-1-102 43.99%),103 (0.56),←,
13,"Cumming, Isaac",24y 254d,61 (25-1-35 41.80%),1 (0.02),←,
16,"Daniels, Brent",24y 44d,67 (36-0-31 53.73%),32 (0.48),←,
30,"Flynn, Matt",25y 221d,30 (9-1-20 31.67%),10 (0.33),←,
4,"Greene, Toby",29y 209d,197 (88-2-107 45.18%),281 (1.43),←,
19,"Haynes, Nick",30y 339d,189 (87-4-98 47.09%),12 (0.06),←,
27,"Himmelberg, Harry",26y 349d,133 (70-2-61 53.38%),157 (1.18),←,
23,"Hogan, Jesse",28y 69d,123 (54-0-69 43.90%),237 (1.93),33 (13-0-20 39.39%),67 (2.03)
39,"Idun, Connor",22y 267d,48 (20-1-27 42.71%),,←,
22,"Kelly, Josh",28y 69d,181 (93-3-85 52.21%),110 (0.61),←,
40,"Kennedy, Adam",30y 284d,153 (61-1-91 40.20%),14 (0.09),←,
33,"OHalloran, Xavier",22y 285d,35 (14-1-20 41.43%),9 (0.26),←,
20,"Peatling, James",22y 244d,21 (8-0-13 38.10%),9 (0.43),←,
36,"Perryman, Harry",24y 124d,88 (42-1-45 48.30%),22 (0.25),←,
24,"Rowston, Harry",18y 253d,5 (1-0-4 20.00%),,←,
15,"Taylor, Sam",23y 352d,81 (41-0-40 50.62%),1 (0.01),←,
8,"Ward, Callan",33y 12d,276 (120-4-152 44.20%),138 (0.50),216 (88-4-124 41.67%),105 (0.49)
6,"Whitfield, Lachie",28y 278d,190 (90-4-96 48.42%),70 (0.37),←,
Totals,Totals,25y 111d,2161 (978-28-1155 45.26%),1214 (0.56),,
C,"Kingsley, Adam",47y 245d,6 (2-0-4 33.33%),,←,
