Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",25y 83d,87 (22-1-64 25.86%),26 (0.30),32 (15-0-17 46.88%),13 (0.41)
33,"Barlow, Kris",26y 302d,25 (13-0-12 52.00%),16 (0.64),←,
22,"Bowyer, Glen",20y 136d,6 (4-0-2 66.67%),2 (0.33),←,
17,"Chick, Daniel",24y 92d,93 (41-2-50 45.16%),97 (1.04),←,
24,"Croad, Trent",20y 64d,48 (22-1-25 46.88%),41 (0.85),←,
19,"Dixon, Ben",22y 333d,57 (29-1-27 51.75%),80 (1.40),←,
34,"Graham, Mark",27y 60d,125 (53-2-70 43.20%),44 (0.35),←,
5,"Harford, Daniel",23y 54d,105 (45-1-59 43.33%),45 (0.43),←,
3,"Hay, Jonathan",20y 273d,51 (19-1-31 38.24%),4 (0.08),←,
2,"Holland, Nick",25y 288d,106 (45-2-59 43.40%),156 (1.47),←,
37,"Lekkas, Angelo",23y 318d,75 (30-1-44 40.67%),20 (0.27),←,
7,"McCabe, Luke",23y 276d,81 (36-1-44 45.06%),7 (0.09),←,
20,"Rawlings, Jade",22y 216d,38 (16-0-22 42.11%),15 (0.39),←,
32,"Rock, Anthony",29y 226d,203 (121-1-81 59.85%),146 (0.72),25 (13-1-11 54.00%),8 (0.32)
4,"Salmon, Paul",35y 113d,295 (157-4-134 53.90%),544 (1.84),86 (34-2-50 40.70%),35 (0.41)
29,"Tallis, Rayden",24y 338d,79 (33-0-46 41.77%),12 (0.15),←,
6,"Taylor, Richard",26y 303d,105 (46-2-57 44.76%),44 (0.42),←,
16,"Thompson, Nathan",22y 88d,28 (14-1-13 51.79%),39 (1.39),←,
8,"Treleven, Craig",29y 333d,77 (35-1-41 46.10%),21 (0.27),←,
21,"Vandenberg, Richard",23y 119d,20 (8-1-11 42.50%),4 (0.20),←,
30,"Woods, Tony",30y 315d,143 (61-2-80 43.36%),29 (0.20),112 (45-2-65 41.07%),19 (0.17)
36,"Young, Barry",29y 321d,137 (69-2-66 51.09%),68 (0.50),8 (4-0-4 50.00%),
Totals,Totals,25y 162d,1984 (919-27-1038 46.32%),1460 (0.74),,
C,"Schwab, Peter",39y 233d,10 (5-0-5 50.00%),,←,
