Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
12,"Boekhorst, Blaine",22y 204d,12 (2-0-10 16.67%),5 (0.42),←,
7,"Buckley, Dylan",23y 8d,28 (7-0-21 25.00%),7 (0.25),←,
41,"Casboult, Levi",26y 9d,53 (17-1-35 33.02%),53 (1.00),←,
9,"Cripps, Patrick",21y 6d,24 (5-1-18 22.92%),7 (0.29),←,
35,"Curnow, Ed",26y 138d,89 (39-2-48 44.94%),11 (0.12),←,
15,"Docherty, Sam",22y 159d,49 (15-1-33 31.63%),10 (0.20),36 (9-1-26 26.39%),9 (0.25)
33,"Everitt, Andrejs",27y 11d,119 (61-3-55 52.52%),78 (0.66),40 (10-0-30 25.00%),46 (1.15)
4,"Gibbs, Bryce",27y 9d,188 (82-2-104 44.15%),103 (0.55),←,
32,"Graham, Nick",21y 286d,17 (5-0-12 29.41%),5 (0.29),←,
40,"Jamison, Michael",29y 287d,146 (61-2-83 42.47%),2 (0.01),←,
11,"Kerridge, Sam",22y 333d,28 (13-0-15 46.43%),23 (0.82),1 (0-0-1 0.00%),
8,"Kreuzer, Matthew",26y 316d,120 (58-0-62 48.33%),66 (0.55),←,
13,"Lamb, Jed",23y 157d,23 (9-0-14 39.13%),18 (0.78),1 (0-0-1 0.00%),1 (1.00)
3,"Murphy, Marc",28y 249d,205 (87-1-117 42.68%),151 (0.74),←,
34,"Phillips, Andrew",24y 265d,15 (2-0-13 13.33%),6 (0.40),1 (0-0-1 0.00%),1 (1.00)
17,"Rowe, Sam",28y 126d,52 (16-1-35 31.73%),13 (0.25),←,
6,"Simpson, Kade",31y 324d,243 (95-3-145 39.71%),124 (0.51),←,
42,"Tuohy, Zach",26y 105d,99 (41-1-57 41.92%),34 (0.34),←,
1,"Walker, Andrew",29y 311d,192 (71-3-118 37.76%),131 (0.68),←,
23,"Weitering, Jacob",18y 122d,1 (0-0-1 0.00%),,←,
43,"White, Simon",27y 281d,60 (26-2-32 45.00%),10 (0.17),←,
46,"Wright, Matthew",26y 101d,95 (49-0-46 51.58%),66 (0.69),1 (0-0-1 0.00%),3 (3.00)
Totals,Totals,25y 206d,1858 (761-23-1074 40.96%),923 (0.50),,
C,"Bolton, Brendon",36y 341d,6 (5-0-1 83.33%),,1 (0-0-1 0.00%),
