Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",25y 338d,56 (22-1-33 40.18%),20 (0.36),←,
12,"Baguley, Mark",30y 76d,101 (43-1-57 43.07%),3 (0.03),←,
2,"Bellchambers, Tom",28y 27d,90 (37-2-51 42.22%),61 (0.68),←,
32,"Colyer, Travis",25y 346d,76 (37-1-38 49.34%),51 (0.67),←,
6,"Daniher, Joe",23y 154d,89 (33-1-55 37.64%),164 (1.84),←,
13,"Fantasia, Orazio",21y 325d,46 (14-1-31 31.52%),69 (1.50),←,
8,"Gleeson, Martin",22y 345d,65 (19-1-45 30.00%),5 (0.08),←,
9,"Goddard, Brendon",32y 77d,308 (169-4-135 55.52%),157 (0.51),103 (43-1-59 42.23%),53 (0.51)
15,"Green, Josh",24y 346d,96 (37-0-59 38.54%),123 (1.28),15 (8-0-7 53.33%),16 (1.07)
36,"Hartley, Michael",24y 59d,34 (12-0-22 35.29%),1 (0.03),←,
21,"Heppell, Dyson",25y 83d,125 (60-2-63 48.80%),43 (0.34),←,
26,"Hooker, Cale",28y 296d,151 (68-2-81 45.70%),63 (0.42),←,
40,"Howlett, Ben",28y 288d,123 (60-2-61 49.59%),58 (0.47),←,
18,"Hurley, Michael",27y 65d,138 (65-3-70 48.19%),108 (0.78),←,
43,"McDonald-Tipungwuti, Anthony",24y 105d,40 (13-0-27 32.50%),40 (1.00),←,
45,"McKenna, Conor",21y 130d,29 (10-0-19 34.48%),8 (0.28),←,
7,"Merrett, Zach",21y 306d,78 (29-1-48 37.82%),27 (0.35),←,
23,"Myers, David",28y 36d,96 (50-0-46 52.08%),28 (0.29),←,
3,"Parish, Darcy",20y 11d,36 (11-0-25 30.56%),12 (0.33),←,
17,"Stewart, James",23y 154d,30 (15-0-15 50.00%),32 (1.07),12 (7-0-5 58.33%),14 (1.17)
4,"Watson, Jobe",32y 178d,217 (96-4-117 45.16%),112 (0.52),←,
11,"Zaharakis, David",27y 165d,166 (74-2-90 45.18%),112 (0.67),←,
Totals,Totals,25y 311d,2190 (974-28-1188 44.47%),1297 (0.59),,
C,"Worsfold, John",48y 314d,322 (162-2-158 50.62%),,41 (13-0-28 31.71%),
