Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",19y 321d,30 (7-0-23 23.33%),21 (0.70),←,
27,"Ainsworth, Ben",19y 197d,13 (2-0-11 15.38%),14 (1.08),←,
41,"Brodie, Will",19y 3d,3 (1-0-2 33.33%),,←,
31,"Brooksby, Keegan",27y 121d,14 (1-0-13 7.14%),3 (0.21),←,
8,"Fiorini, Brayden",20y 4d,15 (3-0-12 20.00%),7 (0.47),←,
33,"Hall, Aaron",26y 290d,97 (32-1-64 33.51%),75 (0.77),←,
14,"Hallahan, Mitch",25y 3d,26 (4-0-22 15.38%),7 (0.27),20 (1-0-19 5.00%),5 (0.25)
1,"Hanley, Pearce",28y 284d,142 (41-0-101 28.87%),59 (0.42),13 (3-0-10 23.08%),1 (0.08)
5,"Harbrow, Jarrod",29y 39d,202 (77-2-123 38.61%),53 (0.26),132 (37-1-94 28.41%),32 (0.24)
25,"Lyons, Jarryd",25y 35d,73 (40-0-33 54.79%),42 (0.58),18 (6-0-12 33.33%),10 (0.56)
44,"Macpherson, Darcy",19y 301d,12 (0-0-12 0.00%),5 (0.42),←,
4,"Martin, Jack",22y 209d,66 (19-1-46 29.55%),59 (0.89),←,
17,"May, Steven",25y 228d,106 (34-1-71 32.55%),18 (0.17),←,
18,"McKenzie, Trent",25y 145d,106 (29-0-77 27.36%),22 (0.21),←,
11,"Miller, Touk",21y 185d,60 (13-1-46 22.50%),18 (0.30),←,
35,"Rischitelli, Michael",31y 230d,215 (76-3-136 36.05%),88 (0.41),104 (27-0-77 25.96%),41 (0.39)
3,"Rosa, Matt",30y 276d,202 (96-1-105 47.77%),44 (0.22),34 (9-0-25 26.47%),5 (0.15)
42,"Saad, Adam",23y 34d,48 (13-1-34 28.13%),3 (0.06),←,
40,"Scheer, Brad",18y 360d,4 (1-0-3 25.00%),,←,
43,"Spencer, Max",19y 326d,5 (0-0-5 0.00%),,←,
24,"Swallow, David",24y 280d,97 (28-0-69 28.87%),50 (0.52),←,
30,"Wright, Peter",20y 352d,42 (9-0-33 21.43%),59 (1.40),←,
Totals,Totals,23y 325d,1578 (526-11-1041 33.33%),647 (0.41),,
C,"Solomon, Dean",37y 229d,3 (0-0-3 0.00%),,←,
