Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y 296d,256 (108-1-147 42.38%),172 (0.67),←,
7,"Brown, Nathan",31y 62d,209 (89-4-116 43.54%),336 (1.61),72 (25-1-46 35.42%),130 (1.81)
3,"Deledio, Brett",21y 360d,87 (35-2-50 41.38%),69 (0.79),←,
10,"Edwards, Shane",20y 170d,35 (10-2-23 31.43%),24 (0.69),←,
41,"Foley, Nathan",23y 217d,73 (25-2-46 35.62%),20 (0.27),←,
44,"Graham, Angus",21y 362d,4 (1-0-3 25.00%),,←,
27,"Hislop, Tom",20y 310d,9 (0-0-9 0.00%),3 (0.33),2 (0-0-2 0.00%),1 (0.50)
23,"Jackson, Daniel",22y 353d,50 (15-1-34 31.00%),15 (0.30),←,
46,"King, Jake",25y 18d,35 (6-2-27 20.00%),4 (0.11),←,
16,"McGuane, Luke",22y 60d,35 (11-1-23 32.86%),,←,
40,"Moore, Kelvin",25y 19d,49 (13-1-35 27.55%),9 (0.18),←,
20,"Morton, Mitch",22y 75d,32 (15-1-16 48.44%),53 (1.66),20 (9-1-10 47.50%),42 (2.10)
17,"Newman, Chris",26y 330d,136 (45-2-89 33.82%),17 (0.13),←,
14,"Polo, Dean",22y 251d,33 (13-1-19 40.91%),7 (0.21),←,
18,"Rance, Alex",19y 186d,2 (0-0-2 0.00%),,←,
12,"Richardson, Matthew",34y 25d,279 (115-2-162 41.58%),795 (2.85),←,
8,"Riewoldt, Jack",20y 164d,29 (11-1-17 39.66%),28 (0.97),←,
25,"Schulz, Jay",23y 360d,70 (24-2-44 35.71%),57 (0.81),←,
5,"Simmonds, Troy",30y 274d,182 (84-1-97 46.43%),125 (0.69),78 (32-1-45 41.67%),59 (0.76)
30,"Tambling, Richard",22y 213d,77 (32-2-43 42.86%),51 (0.66),←,
21,"Tuck, Shane",27y 110d,94 (35-2-57 38.30%),45 (0.48),←,
35,"White, Matt",21y 363d,41 (16-2-23 41.46%),16 (0.39),←,
Totals,Totals,24y 175d,1817 (703-32-1082 38.69%),1846 (1.02),,
C,"Wallace, Terry",50y 121d,239 (114-4-121 48.54%),,91 (35-2-54 39.56%),
