Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
20,"Bowden, Patrick",22y 321d,36 (6-1-29 18.06%),44 (1.22),←,
42,"Boyd, Matthew",21y 298d,20 (6-0-14 30.00%),4 (0.20),←,
17,"Cooney, Adam",18y 264d,12 (3-0-9 25.00%),4 (0.33),←,
38,"Cross, Daniel",21y 82d,15 (4-1-10 30.00%),1 (0.07),←,
14,"Darcy, Luke",28y 344d,189 (87-4-98 47.09%),142 (0.75),←,
10,"Eagleton, Nathan",25y 223d,141 (62-3-76 45.04%),111 (0.79),85 (36-1-48 42.94%),66 (0.78)
13,"Giansiracusa, Daniel",22y 101d,68 (20-2-46 30.88%),60 (0.88),←,
3,"Grant, Chris",31y 190d,287 (147-5-135 52.09%),496 (1.73),←,
8,"Hahn, Mitch",23y 41d,63 (22-1-40 35.71%),27 (0.43),←,
25,"Hargrave, Ryan",22y 330d,48 (15-2-31 33.33%),9 (0.19),←,
22,"Harrison, Ben",29y 155d,150 (64-2-84 43.33%),65 (0.43),74 (26-2-46 36.49%),26 (0.35)
6,"Johnson, Brad",27y 338d,223 (102-5-116 46.86%),281 (1.26),←,
51,"Koops, Steven",25y 332d,84 (34-0-50 40.48%),49 (0.58),6 (2-0-4 33.33%),
36,"Lake, Brian",22y 114d,25 (4-0-21 16.00%),6 (0.24),←,
23,"McMahon, Jordan",21y 24d,45 (11-2-32 26.67%),26 (0.58),←,
2,"Murphy, Robert",22y 11d,73 (25-2-46 35.62%),26 (0.36),←,
15,"Power, Sam",20y 354d,35 (8-1-26 24.29%),9 (0.26),←,
24,"Rawlings, Jade",26y 255d,129 (63-0-66 48.84%),88 (0.68),13 (4-0-9 30.77%),26 (2.00)
30,"Robbins, Matthew",27y 43d,88 (35-2-51 40.91%),32 (0.36),81 (31-2-48 39.51%),32 (0.40)
5,"Smith, Rohan",31y 20d,248 (118-5-125 48.59%),216 (0.87),←,
31,"Street, Peter",24y 14d,27 (10-1-16 38.89%),7 (0.26),10 (3-0-7 30.00%),4 (0.40)
7,"West, Scott",29y 219d,245 (114-4-127 47.35%),90 (0.37),←,
Totals,Totals,24y 318d,2251 (960-43-1248 42.65%),1793 (0.80),,
C,"Rohde, Peter",39y 214d,36 (8-1-27 23.61%),,←,
