St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",20y 214d,14 (3-0-11 21.43%),4 (0.29),←,
20,"Armitage, David",27y 327d,135 (53-1-81 39.63%),82 (0.61),←,
15,"Billings, Jack",20y 264d,32 (8-0-24 25.00%),24 (0.75),←,
27,"Bruce, Josh",23y 335d,53 (11-1-41 21.70%),71 (1.34),39 (10-1-28 26.92%),68 (1.74)
24,"Dempster, Sean",32y 109d,210 (100-3-107 48.33%),20 (0.10),156 (65-3-88 42.63%),12 (0.08)
7,"Dunstan, Luke",21y 100d,41 (12-1-28 30.49%),23 (0.56),←,
25,"Fisher, Sam",33y 303d,223 (121-5-97 55.38%),22 (0.10),←,
14,"Geary, Jarryn",27y 320d,127 (65-1-61 51.57%),21 (0.17),←,
19,"Gilbert, Sam",29y 263d,164 (91-5-68 57.01%),35 (0.21),←,
22,"Gresham, Jade",18y 258d,4 (1-0-3 25.00%),2 (0.50),←,
1,"Hickey, Tom",25y 63d,48 (11-1-36 23.96%),17 (0.35),36 (10-1-25 29.17%),12 (0.33)
13,"Lonie, Jack",19y 269d,23 (7-0-16 30.43%),18 (0.78),←,
28,"Membrey, Tim",21y 348d,15 (5-1-9 36.67%),17 (1.13),14 (4-1-9 32.14%),17 (1.21)
41,"Minchington, Darren",22y 151d,15 (3-1-11 23.33%),14 (0.93),←,
11,"Montagna, Leigh",32y 188d,256 (133-5-118 52.93%),146 (0.57),←,
16,"Newnes, Jack",23y 74d,76 (21-1-54 28.29%),14 (0.18),←,
12,"Riewoldt, Nick",33y 204d,305 (148-6-151 49.51%),666 (2.18),←,
6,"Ross, Sebastian",23y 1d,44 (10-1-33 23.86%),5 (0.11),←,
5,"Savage, Shane",25y 124d,97 (51-1-45 53.09%),53 (0.55),41 (10-1-30 25.61%),16 (0.39)
3,"Steven, Jack",26y 41d,119 (42-2-75 36.13%),78 (0.66),←,
29,"Webster, Jimmy",22y 315d,45 (11-1-33 25.56%),2 (0.04),←,
44,"Weller, Maverick",24y 85d,75 (15-1-59 20.67%),26 (0.35),43 (9-1-33 22.09%),23 (0.53)
Totals,Totals,25y 115d,2121 (922-38-1161 43.47%),1360 (0.64),,
C,"Richardson, Alan",50y 357d,52 (12-1-39 24.04%),,51 (12-1-38 24.51%),
