Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",26y 83d,69 (25-2-42 37.68%),8 (0.12),←,
29,"Bolton, Shai",18y 163d,1 (0-0-1 0.00%),,←,
46,"Castagna, Jason",20y 312d,14 (6-0-8 42.86%),13 (0.93),←,
9,"Cotchin, Trent",27y 43d,182 (88-2-92 48.90%),108 (0.59),←,
10,"Edwards, Shane",28y 207d,191 (81-5-105 43.72%),131 (0.69),←,
5,"Ellis, Brandon",23y 290d,119 (63-1-55 53.36%),41 (0.34),←,
6,"Grigg, Shaun",29y 31d,176 (85-2-89 48.86%),85 (0.48),133 (67-2-64 51.13%),75 (0.56)
2,"Grimes, Dylan",25y 308d,88 (48-0-40 54.55%),3 (0.03),←,
14,"Houli, Bachar",29y 8d,158 (76-3-79 49.05%),35 (0.22),132 (66-2-64 50.76%),26 (0.20)
23,"Lambert, Kane",25y 175d,36 (18-0-18 50.00%),18 (0.50),←,
27,"Lloyd, Sam",27y 78d,44 (20-0-24 45.45%),60 (1.36),←,
4,"Martin, Dustin",25y 328d,162 (77-2-83 48.15%),163 (1.01),←,
33,"McIntosh, Kamdyn",23y 47d,37 (20-0-17 54.05%),8 (0.22),←,
37,"Menadue, Connor",20y 243d,22 (11-0-11 50.00%),10 (0.45),←,
26,"Miles, Anthony",25y 81d,67 (33-0-34 49.25%),24 (0.36),57 (32-0-25 56.14%),23 (0.40)
25,"Nankervis, Toby",22y 281d,20 (12-0-8 60.00%),6 (0.30),8 (5-0-3 62.50%),3 (0.38)
3,"Prestia, Dion",24y 220d,102 (31-0-71 30.39%),31 (0.30),7 (5-0-2 71.43%),1 (0.14)
18,"Rance, Alex",27y 223d,159 (73-2-84 46.54%),8 (0.05),←,
8,"Riewoldt, Jack",28y 201d,211 (94-4-113 45.50%),508 (2.41),←,
17,"Rioli, Daniel",20y 34d,27 (11-0-16 40.74%),24 (0.89),←,
15,"Short, Jayden",21y 116d,24 (10-0-14 41.67%),7 (0.29),←,
47,"Soldo, Ivan",21y 36d,2 (0-0-2 0.00%),,←,
Totals,Totals,24y 242d,1911 (882-23-1006 46.15%),1291 (0.68),,
C,"Hardwick, Damien",44y 275d,166 (79-2-85 48.19%),,←,
