Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",19y 85d,1 (1-0-0 100.00%),,←,
18,"Cross, Daniel",32y 5d,228 (103-3-122 45.83%),34 (0.15),18 (5-0-13 27.78%),1 (0.06)
14,"Dunn, Lynden",27y 325d,140 (35-2-103 25.71%),95 (0.68),←,
17,"Frost, Sam",21y 219d,22 (6-0-16 27.27%),2 (0.09),1 (1-0-0 100.00%),
20,"Garland, Colin",26y 341d,116 (26-2-88 23.28%),16 (0.14),←,
36,"Garlett, Jeff",25y 244d,108 (58-1-49 54.17%),185 (1.71),1 (1-0-0 100.00%),2 (2.00)
1,"Hogan, Jesse",20y 51d,1 (1-0-0 100.00%),2 (2.00),←,
38,"Howe, Jeremy",24y 279d,79 (16-0-63 20.25%),70 (0.89),←,
40,"Jamar, Mark",31y 238d,151 (49-3-99 33.44%),55 (0.36),←,
39,"Jetta, Neville",25y 51d,58 (12-2-44 22.41%),20 (0.34),←,
2,"Jones, Nathan",27y 74d,180 (42-3-135 24.17%),84 (0.47),←,
24,"Kennedy Harris, Jay",20y 14d,15 (4-0-11 26.67%),9 (0.60),←,
16,"Kent, Dean",21y 39d,29 (4-0-25 13.79%),22 (0.76),←,
8,"Lumumba, Heritier",28y 140d,200 (130-2-68 65.50%),29 (0.14),1 (1-0-0 100.00%),1 (1.00)
25,"McDonald, Tom",22y 198d,61 (12-0-49 19.67%),2 (0.03),←,
19,"Newton, Ben",22y 239d,5 (4-0-1 80.00%),2 (0.40),1 (1-0-0 100.00%),2 (2.00)
3,"Salem, Christian",19y 263d,13 (4-0-9 30.77%),7 (0.54),←,
5,"Toumpas, Jimmy",21y 92d,19 (3-0-16 15.79%),2 (0.11),←,
12,"Tyson, Dom",21y 300d,36 (6-0-30 16.67%),22 (0.61),23 (5-0-18 21.74%),18 (0.78)
37,"Vandenberg, Aaron",23y 32d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Viney, Jack",20y 356d,34 (6-0-28 17.65%),8 (0.24),←,
4,"Watts, Jack",24y 9d,96 (23-2-71 25.00%),76 (0.79),←,
Totals,Totals,23y 363d,1593 (546-20-1027 34.27%),743 (0.47),,
C,"Roos, Paul",51y 281d,225 (121-2-102 54.22%),,23 (5-0-18 21.74%),
