Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",20y 364d,4 (1-0-3 25.00%),,←,
7,"Ash, Lachie",21y 60d,56 (24-1-31 43.75%),4 (0.07),←,
32,"Briggs, Kieren",22y 318d,9 (4-0-5 44.44%),3 (0.33),←,
46,"Brown, Callum",22y 5d,10 (2-0-8 20.00%),6 (0.60),←,
3,"Coniglio, Stephen",28y 248d,177 (78-1-98 44.35%),101 (0.57),←,
13,"Cumming, Isaac",24y 9d,55 (23-1-31 42.73%),1 (0.02),←,
12,"Green, Tom",21y 209d,45 (18-1-26 41.11%),18 (0.40),←,
43,"Hamilton, Cooper",18y 330d,4 (1-0-3 25.00%),,←,
19,"Haynes, Nick",30y 94d,183 (85-4-94 47.54%),11 (0.06),←,
27,"Himmelberg, Harry",26y 104d,127 (68-2-57 54.33%),149 (1.17),←,
23,"Hogan, Jesse",27y 189d,117 (52-0-65 44.44%),225 (1.92),27 (11-0-16 40.74%),55 (2.04)
2,"Hopper, Jacob",25y 195d,114 (63-2-49 56.14%),42 (0.37),←,
22,"Kelly, Josh",27y 189d,176 (91-3-82 52.56%),107 (0.61),←,
40,"Kennedy, Adam",30y 39d,148 (59-1-88 40.20%),14 (0.09),←,
38,"Lloyd, Daniel",30y 183d,78 (38-4-36 51.28%),63 (0.81),←,
20,"Peatling, James",21y 364d,16 (6-0-10 37.50%),9 (0.56),←,
36,"Perryman, Harry",23y 244d,86 (41-1-44 48.26%),22 (0.26),←,
26,"Riccardi, Jake",22y 286d,29 (11-0-18 37.93%),26 (0.90),←,
42,"Stein, Jake",28y 215d,20 (10-1-9 52.50%),1 (0.05),←,
14,"Taranto, Tim",24y 204d,114 (59-2-53 52.63%),48 (0.42),←,
15,"Taylor, Sam",23y 107d,75 (39-0-36 52.00%),1 (0.01),←,
8,"Ward, Callan",32y 132d,270 (118-4-148 44.44%),133 (0.49),210 (86-4-120 41.90%),100 (0.48)
6,"Whitfield, Lachie",28y 33d,185 (88-4-93 48.65%),70 (0.38),←,
Totals,Totals,25y 132d,2098 (979-32-1087 46.66%),1054 (0.50),,
C,"McVeigh, Mark",41y 206d,13 (4-0-9 30.77%),,←,
