Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
31,"Ball, Matthew",22y 140d,11 (1-0-10 9.09%),2 (0.18),←,
33,"Barlow, Kris",30y 361d,97 (50-0-47 51.55%),73 (0.75),←,
20,"Beaumont, Simon",28y 210d,166 (74-0-92 44.58%),93 (0.56),14 (2-0-12 14.29%),4 (0.29)
39,"Campbell, Robert",22y 38d,28 (12-0-16 42.86%),,←,
25,"Clarke, Tim",22y 99d,40 (20-0-20 50.00%),10 (0.25),←,
24,"Croad, Trent",24y 123d,136 (66-1-69 48.90%),146 (1.07),98 (46-1-51 47.45%),86 (0.88)
19,"Dixon, Ben",27y 26d,143 (73-1-69 51.40%),190 (1.33),←,
1,"Everitt, Peter",30y 68d,209 (82-2-125 39.71%),339 (1.62),29 (9-0-20 31.03%),39 (1.34)
34,"Graham, Mark",31y 119d,216 (101-2-113 47.22%),60 (0.28),←,
29,"Greene, Steven",22y 167d,36 (16-0-20 44.44%),11 (0.31),←,
3,"Hay, Jonathan",24y 332d,123 (58-1-64 47.56%),12 (0.10),←,
15,"Hodge, Luke",20y 25d,38 (18-0-20 47.37%),27 (0.71),←,
8,"Jacobs, Danny",24y 15d,93 (56-1-36 60.75%),26 (0.28),12 (2-0-10 16.67%),3 (0.25)
22,"Kane, Ben",21y 110d,10 (3-0-7 30.00%),1 (0.10),←,
37,"Lekkas, Angelo",28y 11d,164 (71-1-92 43.60%),107 (0.65),←,
5,"Mitchell, Sam",21y 272d,43 (19-0-24 44.19%),10 (0.23),←,
40,"Osborne, Michael",21y 347d,35 (11-0-24 31.43%),5 (0.14),←,
16,"Ries, Nick",21y 362d,53 (23-0-30 43.40%),14 (0.26),←,
28,"Sewell, Brad",20y 159d,5 (0-0-5 0.00%),,←,
11,"Smith, Joel",27y 68d,158 (76-1-81 48.42%),80 (0.51),100 (47-1-52 47.50%),29 (0.29)
23,"Thompson, Nathan",26y 147d,113 (54-1-58 48.23%),182 (1.61),←,
6,"Williams, Mark",21y 88d,26 (8-0-18 30.77%),36 (1.38),←,
Totals,Totals,24y 216d,1943 (892-11-1040 45.91%),1424 (0.73),,
C,"Schwab, Peter",43y 292d,107 (52-0-55 48.60%),,←,
