Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 51d,59 (12-1-46 21.19%),41 (0.69),←,
15,"Anderson, Noah",20y 44d,20 (6-1-13 32.50%),4 (0.20),←,
10,"Ballard, Charlie",21y 253d,51 (10-1-40 20.59%),1 (0.02),←,
3,"Bowes, Jack",23y 66d,62 (14-1-47 23.39%),13 (0.21),←,
7,"Brodie, Will",22y 222d,23 (3-0-20 13.04%),3 (0.13),←,
29,"Burgess, Chris",25y 127d,15 (3-0-12 20.00%),6 (0.40),←,
25,"Collins, Sam",26y 291d,43 (12-1-30 29.07%),,29 (9-1-19 32.76%),
4,"Ellis, Brandon",27y 242d,195 (114-2-79 58.97%),64 (0.33),19 (5-1-13 28.95%),6 (0.32)
1,"Greenwood, Hugh",29y 27d,71 (36-2-33 52.11%),39 (0.55),20 (6-1-13 32.50%),3 (0.15)
5,"Harbrow, Jarrod",32y 258d,259 (88-3-168 34.56%),54 (0.21),189 (48-2-139 25.93%),33 (0.17)
39,"Holman, Nick",25y 308d,58 (13-0-45 22.41%),26 (0.45),49 (12-0-37 24.49%),26 (0.53)
34,"King, Ben",20y 269d,34 (6-1-27 19.12%),52 (1.53),←,
23,"Lemmens, Sean",26y 151d,96 (24-2-70 26.04%),25 (0.26),←,
13,"Lukosius, Jack",20y 236d,41 (9-1-31 23.17%),7 (0.17),←,
44,"Macpherson, Darcy",23y 155d,54 (12-0-42 22.22%),26 (0.48),←,
17,"Markov, Oleg",24y 329d,26 (13-0-13 50.00%),4 (0.15),3 (1-0-2 33.33%),1 (0.33)
11,"Miller, Touk",25y 39d,120 (26-2-92 22.50%),32 (0.27),←,
27,"Powell, Wil",21y 219d,38 (10-1-27 27.63%),11 (0.29),←,
22,"Rankine, Izak",20y 344d,15 (3-1-11 23.33%),16 (1.07),←,
6,"Sexton, Alex",27y 120d,136 (34-0-102 25.00%),132 (0.97),←,
24,"Swallow, David",28y 134d,157 (39-1-117 25.16%),74 (0.47),←,
14,"Weller, Lachie",25y 38d,106 (26-1-79 25.00%),38 (0.36),59 (12-1-46 21.19%),21 (0.36)
28,"Witts, Jarrod",28y 201d,122 (37-1-84 30.74%),25 (0.20),82 (19-1-62 23.78%),7 (0.09)
Totals,Totals,24y 306d,1801 (550-23-1228 30.54%),693 (0.38),,
C,"Dew, Stuart",41y 227d,64 (13-1-50 21.09%),,←,
