Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Blakiston, Lachlan",26y 306d,4 (0-0-4 0.00%),,←,
30,"Caddy, Nate",19y 363d,26 (10-0-16 38.46%),28 (1.08),←,
36,"Clarke, Angus",19y 65d,7 (1-0-6 14.29%),4 (0.57),←,
22,"Durham, Sam",24y 3d,85 (38-1-46 45.29%),28 (0.33),←,
28,"Duursma, Xavier",25y 5d,104 (61-1-42 59.13%),49 (0.47),31 (14-1-16 46.77%),16 (0.52)
17,"Goldstein, Todd",37y 11d,339 (141-3-195 42.04%),160 (0.47),24 (11-1-12 47.92%),3 (0.13)
8,"Hobbs, Ben",21y 299d,62 (25-1-36 41.13%),21 (0.34),←,
40,"Johnson, Zak",18y 200d,6 (0-0-6 0.00%),,←,
10,"Kako, Isaac",19y 127d,16 (6-0-10 37.50%),9 (0.56),←,
15,"Laverde, Jayden",29y 91d,139 (59-1-79 42.81%),38 (0.27),←,
34,"Lual, Luamon",20y 106d,5 (0-0-5 0.00%),3 (0.60),←,
37,"Martin, Nic",24y 100d,83 (35-1-47 42.77%),62 (0.75),←,
26,"May, Archie",20y 319d,4 (0-0-4 0.00%),6 (1.50),←,
1,"McGrath, Andrew",27y 40d,173 (80-2-91 46.82%),20 (0.12),←,
7,"Merrett, Zach",29y 282d,245 (105-3-137 43.47%),86 (0.35),←,
25,"Prior, Jaxon",24y 38d,55 (34-1-20 62.73%),11 (0.20),16 (6-0-10 37.50%),
27,"Redman, Mason",27y 320d,136 (63-2-71 47.06%),23 (0.17),←,
14,"Ridley, Jordan",26y 265d,102 (43-1-58 42.65%),2 (0.02),←,
21,"Roberts, Archie",19y 236d,20 (7-0-13 35.00%),3 (0.15),←,
12,"Setterfield, Will",27y 157d,84 (32-0-52 38.10%),15 (0.18),27 (10-0-17 37.04%),3 (0.11)
47,"Smartt, Oskar",19y 259d,1 (0-0-1 0.00%),,←,
5,"Tsatas, Elijah",20y 267d,16 (7-0-9 43.75%),3 (0.19),←,
20,"Wright, Peter",28y 307d,145 (45-1-99 31.38%),225 (1.55),79 (32-1-46 41.14%),140 (1.77)
Totals,Totals,24y 102d,1857 (792-18-1047 42.65%),796 (0.43),,
C,"Scott, Brad",49y 70d,273 (134-1-138 49.27%),,62 (28-1-33 45.97%),
