Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
20,"Akermanis, Jason",19y 133d,28 (14-1-13 51.79%),26 (0.93),←,
10,"Ashcroft, Marcus",24y 285d,141 (44-2-95 31.91%),79 (0.56),←,
17,"Bartlett, Trent",19y 223d,21 (12-1-8 59.52%),1 (0.05),←,
25,"Bews, Andrew",31y 353d,258 (133-2-123 51.94%),134 (0.52),51 (23-1-27 46.08%),2 (0.04)
1,"Champion, Richard",28y 83d,108 (35-2-71 33.33%),34 (0.31),←,
16,"Clarke, Matthew",22y 292d,58 (27-1-30 47.41%),6 (0.10),←,
6,"Fletcher, Adrian",26y 270d,120 (54-1-65 45.42%),64 (0.53),75 (29-1-45 39.33%),44 (0.59)
8,"Gowers, Andrew",27y 86d,118 (71-1-46 60.59%),57 (0.48),29 (12-1-16 43.10%),3 (0.10)
32,"Hart, Shaun",25y 50d,91 (28-1-62 31.32%),68 (0.75),←,
27,"Keating, Clark",20y 109d,8 (4-1-3 56.25%),3 (0.38),←,
41,"Kennedy, Matthew",26y 153d,103 (31-1-71 30.58%),25 (0.24),←,
18,"Lambert, Craig",27y 275d,165 (51-1-113 31.21%),70 (0.42),42 (18-1-23 44.05%),17 (0.40)
44,"Lappin, Nigel",20y 15d,50 (23-1-26 47.00%),36 (0.72),←,
11,"Lynch, Alastair",28y 17d,145 (56-0-89 38.62%),246 (1.70),25 (12-0-13 48.00%),73 (2.92)
42,"Lynch, Tristan",22y 319d,11 (6-1-4 59.09%),1 (0.09),←,
2,"McAdam, Gilbert",29y 98d,103 (54-2-47 53.40%),84 (0.82),50 (24-1-25 49.00%),36 (0.72)
4,"McRae, Craig",22y 288d,32 (15-0-17 46.88%),43 (1.34),←,
24,"Merrett, Roger",36y 78d,304 (144-4-156 48.03%),423 (1.39),155 (47-2-106 30.97%),275 (1.77)
22,"Scott, Chris",20y 64d,47 (21-1-25 45.74%),20 (0.43),←,
3,"Voss, Michael",20y 365d,69 (29-1-39 42.75%),61 (0.88),←,
33,"White, Darryl",23y 24d,81 (31-2-48 39.51%),92 (1.14),←,
Totals,Totals,24y 344d,2061 (883-27-1151 42.84%),1573 (0.76),,
C,"Northey, John",53y 7d,270 (136-3-131 50.93%),,14 (8-1-5 60.71%),
