Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",23y 223d,39 (16-1-22 42.31%),5 (0.13),25 (8-0-17 32.00%),5 (0.20)
40,"Bentick, Adam",20y 363d,25 (7-0-18 28.00%),5 (0.20),←,
19,"Betts, Eddie",19y 197d,29 (6-1-22 22.41%),28 (0.97),←,
25,"Fevola, Brendan",25y 142d,112 (41-1-70 37.05%),287 (2.56),←,
11,"French, Barnaby",30y 198d,122 (50-2-70 41.80%),34 (0.28),60 (16-1-43 27.50%),14 (0.23)
33,"Houlihan, Ryan",24y 141d,125 (42-1-82 34.00%),82 (0.66),←,
5,"Kennedy, Josh",18y 290d,5 (1-0-4 20.00%),2 (0.40),←,
43,"Koutoufides, Anthony",33y 144d,260 (133-2-125 51.54%),214 (0.82),←,
12,"Lappin, Matthew",30y 114d,225 (94-2-129 42.22%),224 (1.00),170 (66-1-103 39.12%),198 (1.16)
4,"Livingston, Luke",23y 219d,46 (9-0-37 19.57%),2 (0.04),←,
20,"McGrath, Cory",27y 127d,68 (30-1-37 44.85%),18 (0.26),40 (12-1-27 31.25%),4 (0.10)
3,"Murphy, Marc",18y 327d,11 (2-0-9 18.18%),7 (0.64),←,
28,"Prendergast, Ian",25y 282d,65 (18-0-47 27.69%),14 (0.22),←,
2,"Russell, Jordan",19y 217d,4 (0-0-4 0.00%),,←,
29,"Scotland, Heath",25y 325d,105 (39-0-66 37.14%),35 (0.33),52 (16-0-36 30.77%),23 (0.44)
6,"Simpson, Kade",22y 37d,32 (9-0-23 28.13%),14 (0.44),←,
24,"Stevens, Nick",26y 159d,180 (89-3-88 50.28%),107 (0.59),53 (15-1-37 29.25%),29 (0.55)
15,"Teague, David",25y 37d,81 (32-1-48 40.12%),6 (0.07),48 (14-1-33 30.21%),2 (0.04)
32,"Thornton, Bret",22y 208d,80 (20-0-60 25.00%),1 (0.01),←,
1,"Walker, Andrew",20y 24d,44 (11-1-32 26.14%),11 (0.25),←,
8,"Whitnall, Lance",26y 292d,190 (84-1-105 44.47%),321 (1.69),←,
34,"Wiggins, Simon",23y 273d,69 (19-1-49 28.26%),17 (0.25),←,
Totals,Totals,24y 114d,1917 (752-18-1147 39.23%),1434 (0.75),,
C,"Pagan, Denis",58y 260d,317 (170-1-146 53.79%),,77 (20-1-56 26.62%),
