Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 184d,52 (10-1-41 20.19%),38 (0.73),←,
15,"Anderson, Noah",19y 177d,11 (4-1-6 40.91%),3 (0.27),←,
10,"Ballard, Charlie",21y 20d,42 (8-1-33 20.24%),1 (0.02),←,
3,"Bowes, Jack",22y 199d,53 (12-1-40 23.58%),13 (0.25),←,
35,"Budarick, Connor",19y 128d,11 (4-1-6 40.91%),1 (0.09),←,
25,"Collins, Sam",26y 58d,34 (10-1-23 30.88%),,20 (7-1-12 37.50%),
19,"Corbett, Josh",24y 111d,10 (0-1-9 5.00%),3 (0.30),←,
12,"Day, Sam",27y 341d,131 (36-2-93 28.24%),94 (0.72),←,
4,"Ellis, Brandon",27y 9d,186 (112-2-72 60.75%),61 (0.33),10 (3-1-6 35.00%),3 (0.30)
8,"Fiorini, Brayden",22y 356d,51 (10-1-40 20.59%),18 (0.35),←,
26,"Flanders, Sam",19y 19d,1 (0-1-0 50.00%),,←,
21,"Greenwood, Hugh",28y 159d,62 (34-2-26 56.45%),38 (0.61),11 (4-1-6 40.91%),2 (0.18)
5,"Harbrow, Jarrod",32y 25d,255 (88-3-164 35.10%),54 (0.21),185 (48-2-135 26.49%),33 (0.18)
34,"King, Ben",20y 36d,25 (4-1-20 18.00%),35 (1.40),←,
23,"Lemmens, Sean",25y 284d,91 (23-2-66 26.37%),24 (0.26),←,
13,"Lukosius, Jack",20y 3d,32 (7-1-24 23.44%),6 (0.19),←,
11,"Miller, Touk",24y 172d,111 (24-2-85 22.52%),31 (0.28),←,
27,"Powell, Wil",20y 352d,29 (8-1-20 29.31%),11 (0.38),←,
22,"Rankine, Izak",20y 111d,6 (1-1-4 25.00%),9 (1.50),←,
24,"Swallow, David",27y 267d,149 (37-1-111 25.17%),71 (0.48),←,
14,"Weller, Lachie",24y 171d,97 (24-1-72 25.26%),33 (0.34),50 (10-1-39 21.00%),16 (0.32)
28,"Witts, Jarrod",27y 334d,113 (35-1-77 31.42%),25 (0.22),73 (17-1-55 23.97%),7 (0.10)
Totals,Totals,23y 309d,1552 (491-29-1032 31.64%),569 (0.37),,
C,"Dew, Stuart",40y 360d,55 (11-1-43 20.91%),,←,
