St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",22y 340d,53 (13-1-39 25.47%),14 (0.26),←,
14,"Ball, Luke",18y 337d,5 (2-0-3 40.00%),4 (0.80),←,
6,"Black, Heath",23y 334d,91 (23-0-68 25.27%),41 (0.45),22 (5-0-17 22.73%),6 (0.27)
24,"Brooks, Barry",19y 124d,4 (2-0-2 50.00%),,←,
3,"Burke, Nathan",33y 80d,310 (130-3-177 42.42%),118 (0.38),←,
20,"Clarke, Xavier",19y 211d,21 (4-1-16 21.43%),9 (0.43),←,
9,"Gehrig, Fraser",27y 55d,152 (71-1-80 47.04%),182 (1.20),37 (8-0-29 21.62%),23 (0.62)
18,"Goddard, Brendon",17y 342d,2 (1-0-1 50.00%),1 (0.50),←,
2,"Hamill, Aaron",25y 250d,136 (59-0-77 43.38%),172 (1.26),44 (10-0-34 22.73%),58 (1.32)
35,"Harvey, Robert",31y 249d,260 (121-3-136 47.12%),151 (0.58),←,
7,"Hayes, Lenny",23y 103d,76 (20-2-54 27.63%),31 (0.41),←,
8,"Hudghton, Max",26y 237d,124 (47-2-75 38.71%),12 (0.10),←,
5,"Jones, Austinn",26y 211d,162 (63-2-97 39.51%),112 (0.69),←,
23,"Koschitzke, Justin",20y 219d,28 (6-0-22 21.43%),8 (0.29),←,
15,"Lawrence, Steven",26y 343d,109 (46-3-60 43.58%),55 (0.50),28 (6-1-21 23.21%),12 (0.43)
44,"Milne, Stephen",23y 50d,43 (10-1-32 24.42%),93 (2.16),←,
28,"Montagna, Leigh",19y 176d,4 (1-0-3 25.00%),2 (0.50),←,
43,"Moyle, Brett",23y 27d,44 (10-0-34 22.73%),11 (0.25),←,
19,"Penny, Luke",22y 78d,40 (17-0-23 42.50%),5 (0.13),5 (2-0-3 40.00%),
17,"Powell, Stephen",26y 232d,79 (48-1-30 61.39%),65 (0.82),5 (2-0-3 40.00%),1 (0.20)
12,"Riewoldt, Nick",20y 192d,33 (8-1-24 25.76%),26 (0.79),←,
4,"Thompson, Andrew",30y 188d,136 (51-2-83 38.24%),79 (0.58),←,
Totals,Totals,24y 33d,1912 (753-23-1136 39.38%),1191 (0.62),,
C,"Thomas, Grant",45y 72d,34 (8-1-25 25.00%),,←,
