Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",19y 188d,1 (0-0-1 0.00%),,←,
7,"Ash, Lachie",20y 362d,47 (22-1-24 47.87%),3 (0.06),←,
31,"Brander, Jarrod",23y 127d,27 (11-0-16 40.74%),9 (0.33),5 (1-0-4 20.00%),4 (0.80)
5,"Bruhn, Tanner",20y 22d,23 (9-0-14 39.13%),9 (0.39),←,
3,"Coniglio, Stephen",28y 185d,169 (76-1-92 45.27%),97 (0.57),←,
13,"Cumming, Isaac",23y 311d,46 (21-1-24 46.74%),1 (0.02),←,
4,"Greene, Toby",28y 266d,184 (84-2-98 46.20%),252 (1.37),←,
12,"Green, Tom",21y 146d,37 (16-1-20 44.59%),16 (0.43),←,
19,"Haynes, Nick",30y 31d,174 (83-4-87 48.85%),10 (0.06),←,
27,"Himmelberg, Harry",26y 41d,118 (66-2-50 56.78%),146 (1.24),←,
23,"Hogan, Jesse",27y 126d,109 (50-0-59 45.87%),206 (1.89),19 (9-0-10 47.37%),36 (1.89)
39,"Idun, Connor",21y 324d,39 (17-1-21 44.87%),,←,
25,"Keeffe, Lachlan",32y 65d,90 (47-0-43 52.22%),16 (0.18),50 (22-0-28 44.00%),9 (0.18)
22,"Kelly, Josh",27y 126d,168 (89-3-76 53.87%),104 (0.62),←,
40,"Kennedy, Adam",29y 341d,140 (57-1-82 41.07%),14 (0.10),←,
20,"Peatling, James",21y 301d,10 (5-0-5 50.00%),9 (0.90),←,
11,"Preuss, Braydon",27y 2d,25 (6-0-19 24.00%),10 (0.40),7 (2-0-5 28.57%),1 (0.14)
26,"Riccardi, Jake",22y 223d,23 (10-0-13 43.48%),20 (0.87),←,
28,"Sproule, Zach",24y 37d,15 (8-0-7 53.33%),13 (0.87),←,
15,"Taylor, Sam",23y 44d,66 (37-0-29 56.06%),1 (0.02),←,
8,"Ward, Callan",32y 69d,261 (116-4-141 45.21%),129 (0.49),201 (84-4-113 42.79%),96 (0.48)
10,"Wehr, Jacob",23y 348d,4 (2-0-2 50.00%),1 (0.25),←,
6,"Whitfield, Lachie",27y 335d,178 (86-4-88 49.44%),67 (0.38),←,
Totals,Totals,25y 143d,1954 (918-25-1011 46.98%),1133 (0.58),,
C,"McVeigh, Mark",41y 143d,4 (2-0-2 50.00%),,←,
