Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 216d,70 (28-1-41 40.71%),22 (0.31),←,
12,"Baguley, Mark",31y 319d,127 (57-1-69 45.28%),26 (0.20),←,
2,"Bellchambers, Tom",29y 270d,116 (51-2-63 44.83%),71 (0.61),←,
20,"Clarke, Zac",29y 8d,102 (53-1-48 52.45%),46 (0.45),1 (1-0-0 100.00%),
13,"Fantasia, Orazio",23y 203d,63 (24-1-38 38.89%),92 (1.46),←,
10,"Francis, Aaron",21y 238d,13 (5-0-8 38.46%),4 (0.31),←,
35,"Guelfi, Matt",21y 234d,18 (11-0-7 61.11%),5 (0.28),←,
21,"Heppell, Dyson",26y 326d,154 (75-2-77 49.35%),57 (0.37),←,
18,"Hurley, Michael",28y 308d,163 (76-3-84 47.55%),108 (0.66),←,
43,"McDonald-Tipungwuti, Anthony",25y 348d,69 (28-0-41 40.58%),72 (1.04),←,
1,"McGrath, Andrew",20y 307d,44 (23-0-21 52.27%),7 (0.16),←,
45,"McKenna, Conor",23y 8d,54 (23-0-31 42.59%),17 (0.31),←,
44,"McKernan, Shaun",28y 216d,65 (25-0-40 38.46%),55 (0.85),31 (13-0-18 41.94%),34 (1.10)
7,"Merrett, Zach",23y 184d,106 (44-1-61 41.98%),36 (0.34),←,
19,"Mutch, Kobe",21y 18d,4 (1-0-3 25.00%),1 (0.25),←,
3,"Parish, Darcy",21y 254d,57 (21-0-36 36.84%),19 (0.33),←,
14,"Ridley, Jordan",20y 167d,5 (3-0-2 60.00%),,←,
42,"Saad, Adam",24y 256d,73 (26-1-46 36.30%),3 (0.04),25 (13-0-12 52.00%),
9,"Shiel, Dylan",26y 27d,138 (60-3-75 44.57%),64 (0.46),3 (1-0-2 33.33%),
5,"Smith, Devon",25y 320d,134 (51-2-81 38.81%),120 (0.90),25 (13-0-12 52.00%),20 (0.80)
25,"Stringer, Jake",24y 345d,112 (59-0-53 52.68%),196 (1.75),23 (11-0-12 47.83%),36 (1.57)
11,"Zaharakis, David",29y 43d,190 (85-2-103 45.26%),120 (0.63),←,
Totals,Totals,25y 110d,1877 (829-20-1028 44.17%),1141 (0.61),,
C,"Worsfold, John",50y 192d,351 (177-2-172 50.71%),,70 (28-0-42 40.00%),
