North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
16,"Bonar, Aiden",23y 165d,32 (6-0-26 18.75%),5 (0.16),26 (3-0-23 11.54%),
30,"Comben, Charlie",21y 31d,2 (0-0-2 0.00%),1 (0.50),←,
4,"Corr, Aidan",28y 95d,120 (49-3-68 42.08%),2 (0.02),22 (2-0-20 9.09%),
10,"Cunnington, Ben",31y 51d,229 (114-1-114 50.00%),95 (0.41),←,
9,"Davies-Uniacke, Luke",23y 73d,71 (16-1-54 23.24%),22 (0.31),←,
42,"Dawson, Kallan",24y 29d,4 (0-0-4 0.00%),,←,
31,"Goater, Josh",19y 79d,1 (0-0-1 0.00%),,←,
22,"Goldstein, Todd",34y 50d,295 (128-2-165 43.73%),153 (0.52),←,
18,"Greenwood, Hugh",30y 167d,104 (42-2-60 41.35%),48 (0.46),21 (2-0-19 9.52%),3 (0.14)
6,"Horne-Francis, Jason",19y 60d,17 (2-0-15 11.76%),4 (0.24),←,
20,"Larkey, Nick",24y 75d,71 (17-1-53 24.65%),120 (1.69),←,
35,"Lazzaro, Charlie",20y 148d,24 (4-0-20 16.67%),3 (0.13),←,
1,"Mahony, Jack",20y 281d,42 (5-1-36 13.10%),18 (0.43),←,
11,"McDonald, Luke",27y 192d,159 (65-0-94 40.88%),17 (0.11),←,
23,"McKay, Ben",24y 239d,52 (7-1-44 14.42%),1 (0.02),←,
39,"Perez, Flynn",20y 360d,19 (1-0-18 5.26%),,←,
24,"Powell, Tom",20y 171d,31 (3-1-27 11.29%),9 (0.29),←,
8,"Scott, Bailey",22y 42d,55 (6-1-48 11.82%),22 (0.40),←,
12,"Simpkin, Jy",24y 168d,116 (34-1-81 29.74%),42 (0.36),←,
5,"Taylor, Curtis",22y 136d,52 (9-1-42 18.27%),21 (0.40),←,
28,"Turner, Kayne",26y 232d,118 (46-1-71 39.41%),59 (0.50),←,
17,"Young, Lachie",23y 136d,43 (8-1-34 19.77%),2 (0.05),35 (4-1-30 12.86%),1 (0.03)
44,"Zurhaar, Cameron",24y 90d,83 (22-1-60 27.11%),113 (1.36),←,
Totals,Totals,24y 70d,1740 (584-19-1137 33.56%),757 (0.44),,
C,"Adams, Leigh",34y 136d,6 (1-0-5 16.67%),,←,
