Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",21y 326d,34 (10-0-24 29.41%),7 (0.21),23 (7-0-16 30.43%),6 (0.26)
42,"DAmbrosio, Massimo",19y 76d,8 (4-0-4 50.00%),4 (0.50),←,
2,"Draper, Sam",23y 326d,43 (13-0-30 30.23%),15 (0.35),←,
22,"Durham, Sam",21y 42d,27 (10-0-17 37.04%),6 (0.22),←,
35,"Guelfi, Matt",25y 6d,83 (39-1-43 47.59%),31 (0.37),←,
21,"Heppell, Dyson",30y 98d,213 (99-2-112 46.95%),66 (0.31),←,
19,"Hind, Nick",28y 1d,64 (27-0-37 42.19%),23 (0.36),43 (18-0-25 41.86%),6 (0.14)
18,"Hurley, Michael",32y 80d,194 (90-3-101 47.16%),109 (0.56),←,
29,"Kelly, Jake",27y 211d,131 (56-1-74 43.13%),2 (0.02),21 (6-0-15 28.57%),1 (0.05)
15,"Laverde, Jayden",26y 130d,91 (38-0-53 41.76%),37 (0.41),←,
37,"Martin, Nic",21y 139d,21 (7-0-14 33.33%),19 (0.90),←,
1,"McGrath, Andrew",24y 79d,111 (52-1-58 47.30%),19 (0.17),←,
47,"Menzie, Jye",19y 296d,2 (1-0-1 50.00%),1 (0.50),←,
7,"Merrett, Zach",26y 321d,184 (77-2-105 42.39%),56 (0.30),←,
3,"Parish, Darcy",25y 26d,132 (52-1-79 39.77%),50 (0.38),←,
16,"Perkins, Archie",20y 147d,39 (15-0-24 38.46%),25 (0.64),←,
27,"Redman, Mason",24y 359d,80 (35-1-44 44.38%),11 (0.14),←,
31,"Reid, Zach",20y 171d,8 (1-0-7 12.50%),,←,
14,"Ridley, Jordan",23y 304d,68 (27-1-40 40.44%),,←,
9,"Shiel, Dylan",29y 164d,199 (84-4-111 43.22%),83 (0.42),64 (25-1-38 39.84%),19 (0.30)
25,"Stringer, Jake",28y 117d,172 (86-0-86 50.00%),304 (1.77),83 (38-0-45 45.78%),144 (1.73)
20,"Wright, Peter",25y 346d,109 (30-0-79 27.52%),167 (1.53),43 (17-0-26 39.53%),82 (1.91)
30,"Zerk-Thatcher, Brandon",23y 360d,29 (13-1-15 46.55%),,←,
Totals,Totals,24y 291d,2042 (866-18-1158 42.41%),1035 (0.51),,
C,"Rutten, Ben",39y 84d,44 (17-0-27 38.64%),,←,
