Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 216d,35 (16-0-19 45.71%),1 (0.03),←,
18,"Cameron, Jeremy",23y 51d,78 (22-0-56 28.21%),204 (2.62),←,
3,"Coniglio, Stephen",22y 159d,70 (25-0-45 35.71%),28 (0.40),←,
4,"Greene, Toby",22y 240d,83 (24-0-59 28.92%),47 (0.57),←,
19,"Haynes, Nick",24y 4d,48 (16-0-32 33.33%),4 (0.08),←,
2,"Hopper, Jacob",19y 106d,2 (2-0-0 100.00%),,←,
17,"Johnson, Steve",32y 323d,262 (185-3-74 71.18%),473 (1.81),9 (7-0-2 77.78%),21 (2.33)
22,"Kelly, Josh",21y 100d,45 (20-0-25 44.44%),25 (0.56),←,
40,"Kennedy, Adam",23y 315d,70 (18-0-52 25.71%),4 (0.06),←,
37,"Lobb, Rory",23y 103d,20 (10-0-10 50.00%),22 (1.10),←,
39,"Mohr, Tim",27y 216d,45 (6-0-39 13.33%),1 (0.02),←,
41,"Mumford, Shane",29y 322d,137 (89-2-46 65.69%),47 (0.34),37 (20-0-17 54.05%),8 (0.22)
7,"Palmer, Rhys",27y 99d,118 (40-0-78 33.90%),95 (0.81),65 (19-0-46 29.23%),72 (1.11)
24,"Patfull, Joel",31y 167d,205 (87-3-115 43.17%),25 (0.12),23 (14-0-9 60.87%),1 (0.04)
12,"Patton, Jonathon",23y 2d,40 (14-0-26 35.00%),45 (1.13),←,
9,"Scully, Tom",25y 7d,112 (36-1-75 32.59%),44 (0.39),81 (23-0-58 28.40%),38 (0.47)
23,"Shaw, Heath",30y 177d,222 (134-2-86 60.81%),38 (0.17),49 (24-0-25 48.98%),1 (0.02)
5,"Shiel, Dylan",23y 74d,73 (22-0-51 30.14%),36 (0.49),←,
8,"Ward, Callan",26y 42d,152 (58-0-94 38.16%),76 (0.50),92 (26-0-66 28.26%),43 (0.47)
6,"Whitfield, Lachie",21y 309d,60 (21-0-39 35.00%),26 (0.43),←,
29,"Williams, Zac",21y 245d,38 (14-0-24 36.84%),10 (0.26),←,
16,"Wilson, Nathan",23y 136d,41 (16-0-25 39.02%),12 (0.29),←,
Totals,Totals,24y 305d,1956 (875-11-1070 44.73%),1263 (0.65),,
C,"Cameron, Leon",43y 263d,53 (24-0-29 45.28%),,←,
