North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 116d,9 (0-0-9 0.00%),,←,
30,"Comben, Charlie",22y 289d,14 (2-0-12 14.29%),5 (0.36),←,
4,"Corr, Aidan",29y 353d,147 (51-3-93 35.71%),3 (0.02),49 (4-0-45 8.16%),1 (0.02)
25,"Curtis, Paul",21y 61d,44 (4-0-40 9.09%),43 (0.98),←,
9,"Davies-Uniacke, Luke",24y 331d,93 (18-1-74 19.89%),32 (0.34),←,
41,"Drury, Blake",20y 114d,8 (0-0-8 0.00%),3 (0.38),←,
7,"Duursma, Zane",18y 250d,8 (0-0-8 0.00%),5 (0.63),←,
16,"Fisher, Zac",25y 324d,115 (35-1-79 30.87%),53 (0.46),8 (0-0-8 0.00%),
17,"Hardeman, Riley",19y 67d,2 (0-0-2 0.00%),,←,
20,"Larkey, Nick",25y 333d,102 (20-1-81 20.10%),208 (2.04),←,
11,"McDonald, Luke",29y 85d,188 (67-0-121 35.64%),18 (0.10),←,
10,"McKercher, Colby",19y 22d,8 (0-0-8 0.00%),,←,
32,"Pink, Toby",25y 267d,4 (0-0-4 0.00%),,←,
24,"Powell, Tom",22y 63d,53 (6-1-46 12.26%),21 (0.40),←,
8,"Scott, Bailey",23y 300d,86 (9-1-76 11.05%),28 (0.33),←,
3,"Sheezel, Harry",19y 204d,31 (3-0-28 9.68%),4 (0.13),←,
14,"Shiels, Liam",33y 5d,274 (158-3-113 58.21%),94 (0.34),19 (2-0-17 10.53%),4 (0.21)
12,"Simpkin, Jy",26y 60d,141 (37-1-103 26.60%),54 (0.38),←,
2,"Stephenson, Jaidyn",25y 110d,115 (40-1-74 35.22%),125 (1.09),61 (6-1-54 10.66%),49 (0.80)
13,"Tucker, Darcy",27y 102d,134 (43-0-91 32.09%),43 (0.32),26 (1-0-25 3.85%),8 (0.31)
6,"Wardlaw, George",19y 328d,15 (0-0-15 0.00%),5 (0.33),←,
38,"Xerri, Tristan",25y 50d,41 (6-1-34 15.85%),15 (0.37),←,
44,"Zurhaar, Cameron",25y 348d,106 (24-1-81 23.11%),143 (1.35),←,
Totals,Totals,24y 7d,1738 (523-15-1200 30.09%),902 (0.52),,
C,"Clarkson, Alastair",56y 7d,411 (231-4-176 56.69%),,21 (3-0-18 14.29%),
