Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",20y 357d,3 (1-0-2 33.33%),,←,
7,"Ash, Lachie",21y 53d,55 (24-1-30 44.55%),4 (0.07),←,
32,"Briggs, Kieren",22y 311d,8 (4-0-4 50.00%),3 (0.38),←,
46,"Brown, Callum",21y 363d,9 (2-0-7 22.22%),6 (0.67),←,
5,"Bruhn, Tanner",20y 78d,30 (11-0-19 36.67%),11 (0.37),←,
3,"Coniglio, Stephen",28y 241d,176 (78-1-97 44.60%),101 (0.57),←,
13,"Cumming, Isaac",24y 2d,54 (23-1-30 43.52%),1 (0.02),←,
12,"Green, Tom",21y 202d,44 (18-1-25 42.05%),17 (0.39),←,
19,"Haynes, Nick",30y 87d,182 (85-4-93 47.80%),11 (0.06),←,
27,"Himmelberg, Harry",26y 97d,126 (68-2-56 54.76%),149 (1.18),←,
23,"Hogan, Jesse",27y 182d,116 (52-0-64 44.83%),222 (1.91),26 (11-0-15 42.31%),52 (2.00)
2,"Hopper, Jacob",25y 188d,113 (63-2-48 56.64%),40 (0.35),←,
25,"Keeffe, Lachlan",32y 121d,97 (48-0-49 49.48%),17 (0.18),57 (23-0-34 40.35%),10 (0.18)
22,"Kelly, Josh",27y 182d,175 (91-3-81 52.86%),107 (0.61),←,
40,"Kennedy, Adam",30y 32d,147 (59-1-87 40.48%),14 (0.10),←,
38,"Lloyd, Daniel",30y 176d,77 (38-4-35 51.95%),63 (0.82),←,
33,"OHalloran, Xavier",22y 33d,33 (13-1-19 40.91%),6 (0.18),←,
36,"Perryman, Harry",23y 237d,85 (41-1-43 48.82%),22 (0.26),←,
26,"Riccardi, Jake",22y 279d,28 (11-0-17 39.29%),25 (0.89),←,
42,"Stein, Jake",28y 208d,19 (10-1-8 55.26%),1 (0.05),←,
15,"Taylor, Sam",23y 100d,74 (39-0-35 52.70%),1 (0.01),←,
8,"Ward, Callan",32y 125d,269 (118-4-147 44.61%),132 (0.49),209 (86-4-119 42.11%),99 (0.47)
6,"Whitfield, Lachie",28y 26d,184 (88-4-92 48.91%),69 (0.38),←,
Totals,Totals,25y 271d,2104 (985-31-1088 46.82%),1022 (0.49),,
C,"McVeigh, Mark",41y 199d,12 (4-0-8 33.33%),,←,
