Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
28,"Bell, Tom",22y 323d,21 (11-0-10 52.38%),11 (0.52),←,
7,"Buckley, Dylan",21y 47d,6 (1-0-5 16.67%),2 (0.33),←,
41,"Casboult, Levi",24y 48d,21 (9-0-12 42.86%),16 (0.76),←,
15,"Docherty, Sam",20y 197d,14 (6-0-8 42.86%),1 (0.07),1 (0-0-1 0.00%),
33,"Everitt, Andrejs",25y 50d,86 (53-3-30 63.37%),37 (0.43),7 (2-0-5 28.57%),5 (0.71)
38,"Garlett, Jeff",24y 272d,103 (55-1-47 53.88%),178 (1.73),←,
4,"Gibbs, Bryce",25y 48d,162 (75-1-86 46.60%),85 (0.52),←,
23,"Henderson, Lachie",24y 139d,91 (43-1-47 47.80%),71 (0.78),76 (35-1-40 46.71%),68 (0.89)
40,"Jamison, Michael",27y 325d,117 (54-1-62 46.58%),1 (0.01),←,
9,"Lucas, Kane",22y 310d,40 (21-0-19 52.50%),14 (0.35),←,
14,"McLean, Brock",28y 52d,145 (60-1-84 41.72%),69 (0.48),51 (23-0-28 45.10%),30 (0.59)
2,"Menzel, Troy",19y 222d,13 (6-0-7 46.15%),13 (1.00),←,
3,"Murphy, Marc",26y 287d,172 (78-1-93 45.64%),138 (0.80),←,
12,"Robinson, Mitch",24y 329d,93 (49-1-43 53.23%),54 (0.58),←,
17,"Rowe, Sam",26y 164d,16 (7-0-9 43.75%),9 (0.56),←,
29,"Scotland, Heath",33y 285d,268 (114-2-152 42.91%),81 (0.30),215 (91-2-122 42.79%),69 (0.32)
6,"Simpson, Kade",29y 362d,207 (86-2-119 42.03%),118 (0.57),←,
39,"Thomas, Dale",26y 315d,164 (105-2-57 64.63%),123 (0.75),7 (2-0-5 28.57%),2 (0.29)
42,"Tuohy, Zach",24y 143d,61 (32-0-29 52.46%),23 (0.38),←,
1,"Walker, Andrew",27y 349d,171 (65-3-103 38.89%),116 (0.68),←,
11,"Warnock, Robert",27y 103d,77 (38-1-38 50.00%),15 (0.19),56 (28-1-27 50.89%),11 (0.20)
43,"White, Simon",25y 319d,31 (19-1-11 62.90%),2 (0.06),←,
Totals,Totals,25y 180d,2079 (987-21-1071 47.47%),1177 (0.57),,
C,"Malthouse, Mick",60y 258d,695 (400-6-289 57.99%),,31 (14-0-17 45.16%),
