Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",27y 103d,131 (49-1-81 37.79%),105 (0.80),76 (42-0-34 55.26%),92 (1.21)
33,"Barlow, Kris",28y 322d,64 (33-0-31 51.56%),51 (0.80),←,
17,"Chick, Daniel",26y 112d,137 (68-2-67 50.36%),145 (1.06),←,
35,"Cox, Adrian",21y 267d,23 (11-0-12 47.83%),7 (0.30),←,
24,"Cox, Simon",25y 128d,67 (32-0-35 47.76%),28 (0.42),9 (5-0-4 55.56%),4 (0.44)
9,"Crawford, Shane",27y 266d,188 (95-2-91 51.06%),159 (0.85),←,
19,"Dixon, Ben",24y 353d,104 (57-1-46 55.29%),155 (1.49),←,
34,"Graham, Mark",29y 81d,174 (81-2-91 47.13%),54 (0.31),←,
5,"Harford, Daniel",25y 75d,147 (70-1-76 47.96%),64 (0.44),←,
3,"Hay, Jonathan",22y 293d,92 (45-1-46 49.46%),9 (0.10),←,
2,"Holland, Nick",27y 308d,139 (65-2-72 47.48%),207 (1.49),←,
37,"Lekkas, Angelo",25y 338d,121 (55-1-65 45.87%),55 (0.45),←,
12,"Lonie, Nathan",19y 90d,10 (2-0-8 20.00%),7 (0.70),←,
7,"McCabe, Luke",25y 296d,126 (61-1-64 48.81%),12 (0.10),←,
40,"Osborne, Michael",19y 308d,3 (0-0-3 0.00%),2 (0.67),←,
13,"Picioane, Lance",21y 360d,37 (19-0-18 51.35%),12 (0.32),33 (18-0-15 54.55%),10 (0.30)
20,"Rawlings, Jade",24y 236d,82 (41-0-41 50.00%),26 (0.32),←,
52,"Rehn, Shaun",30y 289d,156 (85-1-70 54.81%),61 (0.39),22 (13-0-9 59.09%),6 (0.27)
16,"Ries, Nick",19y 323d,7 (4-0-3 57.14%),3 (0.43),←,
4,"Tallis, Rayden",26y 358d,126 (60-0-66 47.62%),16 (0.13),←,
23,"Thompson, Nathan",24y 108d,75 (40-1-34 54.00%),100 (1.33),←,
21,"Vandenberg, Richard",25y 139d,51 (24-1-26 48.04%),20 (0.39),←,
Totals,Totals,25y 35d,2060 (997-17-1046 48.40%),1298 (0.63),,
C,"Schwab, Peter",41y 253d,58 (32-0-26 55.17%),,←,
