Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",23y 279d,19 (8-1-10 44.74%),5 (0.26),←,
3,"Bartram, Clint",24y 44d,96 (31-3-62 33.85%),16 (0.17),←,
6,"Bate, Matthew",24y 312d,91 (26-1-64 29.12%),90 (0.99),←,
17,"Blease, Sam",21y 41d,6 (1-0-5 16.67%),,←,
11,"Clark, Mitch",24y 164d,83 (31-2-50 38.55%),63 (0.76),1 (0-0-1 0.00%),2 (2.00)
36,"Davey, Aaron",28y 295d,151 (59-3-89 40.07%),153 (1.01),←,
8,"Frawley, James",23y 193d,83 (26-1-56 31.93%),3 (0.04),←,
20,"Garland, Colin",23y 338d,59 (17-2-40 30.51%),4 (0.07),←,
18,"Green, Brad",31y 18d,242 (103-3-136 43.18%),332 (1.37),←,
16,"Grimes, Jack",22y 325d,33 (9-2-22 30.30%),3 (0.09),←,
38,"Howe, Jeremy",21y 276d,14 (5-0-9 35.71%),20 (1.43),←,
40,"Jamar, Mark",28y 235d,111 (42-3-66 39.19%),44 (0.40),←,
2,"Jones, Nathan",24y 71d,115 (31-3-81 28.26%),52 (0.45),←,
28,"Macdonald, Joel",27y 173d,108 (56-2-50 52.78%),6 (0.06),28 (11-1-16 41.07%),
49,"Magner, James",24y 232d,1 (0-0-1 0.00%),2 (2.00),←,
34,"Martin, Stefan",25y 135d,51 (14-1-36 28.43%),17 (0.33),←,
13,"McKenzie, Jordie",21y 284d,38 (13-1-24 35.53%),4 (0.11),←,
22,"Moloney, Brent",28y 63d,131 (46-3-82 36.26%),34 (0.26),108 (34-2-72 32.41%),28 (0.26)
27,"Rivers, Jared",27y 165d,129 (50-3-76 39.92%),5 (0.04),←,
9,"Trengove, Jack",20y 211d,38 (14-2-22 39.47%),22 (0.58),←,
46,"Tynan, Josh",18y 146d,1 (0-0-1 0.00%),,←,
4,"Watts, Jack",21y 5d,41 (13-2-26 34.15%),34 (0.83),←,
Totals,Totals,24y 165d,1641 (595-38-1008 36.26%),909 (0.55),,
C,"Neeld, Mark",40y 262d,1 (0-0-1 0.00%),,←,
