Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
9,"Angwin, Ryan",20y 174d,8 (2-0-6 25.00%),,←,
7,"Ash, Lachie",21y 348d,68 (28-1-39 41.91%),5 (0.07),←,
14,"Bedford, Toby",23y 8d,24 (14-0-10 58.33%),13 (0.54),6 (2-0-4 33.33%),4 (0.67)
32,"Briggs, Kieren",23y 241d,12 (5-0-7 41.67%),7 (0.58),←,
46,"Brown, Callum",22y 293d,15 (4-0-11 26.67%),7 (0.47),←,
44,"Buckley, Jack",25y 169d,29 (11-1-17 39.66%),,←,
5,"Cadman, Aaron",19y 93d,8 (3-0-5 37.50%),5 (0.63),←,
17,"Callaghan, Finn",20y 39d,17 (5-0-12 29.41%),4 (0.24),←,
3,"Coniglio, Stephen",29y 171d,189 (82-1-106 43.65%),106 (0.56),←,
16,"Daniels, Brent",24y 87d,73 (38-0-35 52.05%),39 (0.53),←,
34,"Fahey, Josh",19y 205d,2 (1-0-1 50.00%),1 (0.50),←,
4,"Greene, Toby",29y 252d,201 (90-2-109 45.27%),294 (1.46),←,
12,"Green, Tom",22y 132d,56 (22-1-33 40.18%),22 (0.39),←,
27,"Himmelberg, Harry",27y 27d,138 (71-2-65 52.17%),159 (1.15),←,
23,"Hogan, Jesse",28y 112d,129 (56-0-73 43.41%),247 (1.91),39 (15-0-24 38.46%),77 (1.97)
39,"Idun, Connor",22y 310d,54 (22-1-31 41.67%),,←,
25,"Keeffe, Lachlan",33y 51d,99 (49-0-50 49.49%),17 (0.17),59 (24-0-35 40.68%),10 (0.17)
38,"Lloyd, Daniel",31y 106d,87 (41-4-42 49.43%),66 (0.76),←,
33,"OHalloran, Xavier",22y 328d,41 (16-1-24 40.24%),15 (0.37),←,
36,"Perryman, Harry",24y 167d,94 (44-1-49 47.34%),25 (0.27),←,
26,"Riccardi, Jake",23y 209d,36 (13-0-23 36.11%),32 (0.89),←,
8,"Ward, Callan",33y 55d,281 (121-4-156 43.77%),141 (0.50),221 (89-4-128 41.18%),108 (0.49)
6,"Whitfield, Lachie",28y 321d,196 (92-4-100 47.96%),70 (0.36),←,
Totals,Totals,25y 42d,1857 (830-23-1004 44.70%),1275 (0.69),,
C,"Kingsley, Adam",47y 288d,12 (4-0-8 33.33%),,←,
